id;type;legislative_period;session;volume_pdf;volume_protocol;session_number;date;year;speaker;title_toc;text;text_2;text_3;search_term;pp;homosexuality_main;political_orientation;party;position;denomination;origin_city;origin_region;constituency;profession;professional_group;comment
Protokolle_1909_04_24_01;Sitzung;XII;I;;236;247;24.04.1909;1909;Dr. jur. Siegfried Heckscher;Fortsetzung und Schluß der ersten Beratung des Entwurfs eines Gesetzes betreffend Änderung des Strafgesetzbuchs (Nr. 1262 der Anlagen);Nun noch ein paar Worte meine Herren zu dem Fall MoltkeHarden der auch mir für diese ganze Gesetzgebung von Bedeutung zu sein scheint Ich verstehe übrigens gar nicht weshalb man so ängstlich von der Hand weist daß der Fall Moltke bei dem Reformgedanken mitspiele Diese Verkettung scheint mir ganz unbedenklich denn die Gesetzgebung setzt sich jedesmal dann in Bewegung wenn sich im öffentlichen Leben Schäden zeigen (Sehr richtig links) Meine Herren daß sich aber Schäden im Prozeß Moltke Harden gezeigt haben liegt vor aller Welt offen (Sehr wahr links) Ohne auf die Frage ob schuldig oder nicht schuldig einzugehen möchte ich das eine sagen In dem Prozeß des Schrifstellers Harden gegen Moltke konnte nur rechtliches Interesse haben hat Harden gegen den Grafen Moltke den schweren inkriminierten Vorwurf erhoben — und zweitens war der schwere Vorwurf berechtigt Alles andere hatte mit dem Prozeß nichts zu tun Welche Ehe der Graf Moltke geführt hat oder führt interessiert schlechterdings keinen verständigen Menschen jedenfalls nicht den Richter interessiert nur den Pöbel und für den sensationslüsternen Pöbel werden doch keine Prozesse geführt Trotzdem meine Herren bin ich weit davon entfernt dem Richter der damals amtierte einen Vorwurf zu machen aber jener Richter stand unter der Angst und Not wie das der Herr Kollege Müller (Meiningen) — ich hätte fast gesagt aus eigener Erfahrung ;.;.;moltke-harden;8154–8156;0;linksliberal;Fortschrittliche Volkspartei;Abgeordneter;evangelisch;Hamburg;Hansestadt Hamburg;10 Schleswig-Holstein;Rechtsanwalt;Jurist;hier S. 8156
Protokolle_1910_01_15_01;Sitzung;XII;II;;258;17;15.01.1910;1910;Wolfgang Heine;Erste Beratung des Entwurfs eines Gesetzes betreffend Änderung des Strafgesetzbuchs (Nr. 6 der Anlagen);Es unterliegt für mich keinem Zweifel daß wir dieses ganze Gesetz das man mit Recht als Iex Eulenburg bezeichnet hat überhaupt nicht bekommen hätten wenn nicht die peinlichen Erörterungen über die unangenehmen Gepflogenheiten die sich in gewissen hohen Kreisen eingenistet haben den Anlaß dazu gegeben hätten Man will den Wahrheitsbeweis über die sittlichen Verfehlungen solcher Persönlichkeiten in hohen Stellen abschneiden (Hört hört bei den Sozialdemokraten) Darauf läuft es bei diesem Gesetz hinaus Und wenn man vor einem Jahre als das Gesetz erschien noch an dieser Absicht hätte zweifeln können wenn man damals hätte sagen können es sei vielleicht eine gewisse Sentimentalität gewesen die anläßlich des Eulenburgprozesses mit diesen Einschränkungen des Wahrheitsbeweises vorgehen wollte so ist für mich jeder Zweifel gehoben nachdem der Vorentwurf zum Strafgesetzbuch vorliegt Es ist merkwürdig wie zwei Seelen in der Brust des Reichsjustizamts zu wohnen scheinen Im Vorentwurf des Strafgesetzbuchs auf der einen Seite eine Menge von Milderungen von verständigen zeitgemäßen Vorschlägen genau wie sie auch in den ersten Paragraphen dieses Entwurfs der Novelle stehen und schlägt man dann die Seite um kommt man auf die politisch verwertbaren Bestimmungen die krasseste Reaktion Gesetzgebungsvorschläge die weit über das hinausgehen was im Jahre 1904 das verflossene Umsturzgesetz vorzuschlagen sich erlaubte (hört hört bei den Sozialdemokraten) die viel schlimmer sind als was unter dem Sozialistengesetz üblich war;.;.;eulenburg;569–570;0;sozialdemokratisch;SPD;Abgeordneter;evangelisch;Posen;Provinz Posen;3 Berlin;Rechtsanwalt;Jurist;hier S. 570
Protokolle_1910_01_20_01;Sitzung;XII;II;;258;21;20.01.1910;1910;Dr. jur. Emil Belzer;Zweite Beratung des Reichshaushaltsetats für das Rechnungsjahr 1910 - Reichsjustizverwaltung;Da bin ich auch in diesem Jahre veranlaßt — ich hoffe aber zum letzten Mal — mit ein paar Worten auf den Prozeß Eulenburg zurückzukommen der ja auch im vorigen Jahre eine cause celebres war Ich schicke aber voraus daß die neue Auflage des Prozesses selbst mir zu Einwendungen in keiner Weise Anlaß gibt Aber daß man dem Angeklagten den man so gut wie totgesagt hatte im Frühjahr die Erlaubnis gab in ein ausländisches Bad nach Gastein zu gehen und daß darüber die Empörung im deutschen Volke — ich erinnere nur an einen Artikel des Hannoverschen Couriers — (sehr richtig in der Mitte) wieder aufgeflammt ist das ist nicht zu verwundern (Sehr richtig) Denn wenn die Ärzte auch befürwortet haben daß der Angeklagte nach Gastein ging — ein solches Entgegenkommen ist doch äußerst selten und geht sehr weit Meine Herren vielleicht infolge der Empörung kam dann bald die neue Auflage des Prozesses In dieser Verhandlung ist dann einwandfrei — ich unterstreiche dies einwandfrei — festgestellt worden daß der Gesundheitszustand des Angeklagten die Durchführung des Prozesses nicht gestattete Nun sage ich — und das ist für die weite Öffentlichkeit bestimmt Exzellenz Dr Nieberding hat im vorigen Jahre erklärt über das Veto der Arzte kommen die Gerichte nicht hinweg — und ich füge heute hinzu der Richter hat keine Macht einem Angeklagten der nur durch Stimulationsmittel verhandlungsfähig wird solche Mittel zu verabreichen Aus diesem Grunde wird der Prozeß Eulenburg wohl für uns erledigt sein und das deutsche Volk wird sich damit zufrieden geben müssen aber eine Mahnung wird aus diesem großen Prozeß immer noch lange herausklingen das ist die Mahnung daß die sittliche Fäulnis Hochgestellter doppelt wiegt weil sie durch die erregte Sensationslust die Vergiftung auch in niederstehende Kreise trägt Gerade dieser Hinweis auf den Prozeß Eulenburg sollte Sie meine Herren veranlassen unserem Antrag der wohlmeinend eine Beschränkung der Presseberichte fordert zuzustimmen nd nun zum Schluß noch eine kurze Bemerkung, die indes auf einem ganz anderen Gebiete liegt Wir haben im vorigen Jahre unter Führung des Reichsjustizamts ein Automobilgesetz beraten und — erfreulicherweise einstimmig — angenommen Wir hoffen alle daß dieses neue Gesetz vor allen Dingen durch die vorgeschriebene gründliche Ausbildung der Chauffeure ein segensreiches sein wird daß die Auswüchse im Automobilsport dadurch aufhören werden Mit dem Gesetz haben wir aber einstimmig eine Resolution angenommen, die von unserem verehrten Kollegen dem Prinzen von Schönaich-Carolath in der Kommission angeregt wurde und welche lautet den Herrn Reichskanzler zu ersuchen bei den verbündeten Regierungen anzuregen daß Wettdauer Zuverlässigkeits und ähnliche Tourenfahrten auf öffentlichen Wegen und Plätzen nicht mehr gestattet werden Das war im März 1909 Im Herbst 1909 aber also nach ziemlich geraumer Zeit ging die Prinz Heinrichfahrt lustig über Tausende von Kilometern durch die deutschen Lande;.;.;eulenburg;698–702;0;politischer Katholizismus;Zentrum;Abgeordneter;katholisch;Baden-Baden;Großherzogtum Baden;1 Sigmaringen;Königlich Preußischer Amtsgerichtsrat;Jurist;hier S. 702
Protokolle_1910_01_31_01;Sitzung;XII;II;;259;27;31.01.1910;1910;Mathias Erzberger;Zweite Beratung des Entwurfs eines Gesetzes betreffend die Feststellung des Haushaltsetats für die Schutzgebiete auf das Rechnungsjahr 1910 (Nr. 11, 208 der Anlagen);Nun dann seien wir konsequent und laßt uns wegen Zustimmung der Parteien alle Strafbestimmungen gegen widernatürliche Verbrechen Blutschande Kuppelei usw streichen Ein anderes Gesetz wird seit drei Jahren angewandt ohne Rücksicht darauf ob es in das Rechtsbewußtsein der Eingebornen eingedrungen ist bei der Erhebung der Steuer nämlich heißt es einfach Und bist du nicht willig so brauch ich Gewalt Wenn die Regierung Steuern eintreiben will dann hat sie Machtmittel genug genau wie bei uns Warum soll es nicht gehen wenn es sich um die Versittlichung der Eingeborenen handelt und um die Schaffung einer Arbeiterbevölkerung die wir notwendig brauchen wenn die Kolonie entwickelt werden soll Denn als Anstellungsland kommt NeuGuinea wenn überhaupt nur in beschränktem Umfange in Betracht Eins der wichtigsten Mittel um die Eingeborenen zu heben zu kultivieren zu Christen zu machen zu tüchtigen Arbeitern heranzuziehen ist ein starker regelmäßiger Schulbesuch Die Regierung kann es nicht allein machen sondern ist auf die Mithilfe der Missionare angewiesen Das ist auch gut so Ich wünsche hier gewiß nicht eine besondere Unterstützung der Missionare in bezug auf die Tätigkeit der Schule Was ich aber wünsche ist daß der Herr Staatssekretär erneut seinen Beamten in sämtlichen Kolonien ins Bewußtsein zurückrufen möge daß sie auf einen starken Schulbesuch der Missionsschulen hindrängen;.;.;widernat*;924–932;0;politischer Katholizismus;Zentrum;Abgeordneter;katholisch;Buttenhausen;Königreich Württemberg;16 Württemberg;"Publizist; Redakteur";Autor/Journalist;hier S. 928f.
Protokolle_1910_01_31_02;Sitzung;XII;II;;259;27;31.01.1910;1910;Heinrich Dove;Zweite Beratung des Entwurfs eines Gesetzes betreffend die Feststellung des Haushaltsetats für die Schutzgebiete auf das Rechnungsjahr 1910 (Nr. 11, 208 der Anlagen);Allerdings die Rechtsordnung — darin stimme ich mit dem Herrn Staatssekretär überein — ist noch absolut unvollkommen Ich möchte in ganz kurzen Zügen darauf eingehen Wir haben nicht einmal Organe die ein vollkommenes Recht unzweifelhaft festzustellen haben das ist wiederholt hervorgehoben worden Schon in früheren Sessionen haben wir darauf gedrängt daß endlich eine reinliche Scheidung zwischen Verwaltung und Justiz eintritt und was uns heute vorgeführt ist muß uns dahin bringen auch eine regelmäßige ordnungsmäßige Besetzung der Gerichte zu verlangen Wir haben gehört daß wir demnächst eine Vorlage zu erwarten haben die die Einsetzung eines obersten Gerichtshofes zum Gegenstände hat Aber ich glaube es sind noch sehr viel Materien die außerordentlich zweifelhaft sind Wir sehen ja wenn man in irgend welche rechtlichen Verhältnisse einzudringen versucht daß da tatsächlich noch alles zweifelhaft ist Kaum daß wir nur die derivativen Titel zu verstehen in der Lage sind Wenn wir erst an die originären Titel kommen so haben wir es mit Behauptung und Gegenbehauptung zu tun und ich glaube es wird sehr gut sein wenn man diese Fragen einmal ex xrokssso prüft wenn man einmal eine interparlamentarische Kommission einsetzt die auch abgesehen von der Frage der Landgerechtsame den Rechtszustand prüft Was insbesondere die öffentlich rechtliche Seite betrifft so ist auch da sehr viel zweifelhaft Da ist zunächst das Recht der Ausweisung Ein Fall der Ausweisung aus Südwestafrika hat einiges Aufsehen erregt Ich will mich dieses Falls nicht annehmen Ich erkenne vollständig an daß die (iy Straftat die dem betreffenden ausgewiesenen Reichsangehörigen zur Last fällt eine solche ist die ihn als ein vollständig ungeeignetes Element in der Kolonie erscheinen läßt Es ist aber keine Frage daß das auch eine vermögensrechtlich weittragende Seite hat und daß das was einem der gegen § 175 des Strafgesetzbuchs gefehlt hat gegenüber geltend gemacht werden kann auch einmal von einem Gouverneur gegen einen anderen zur Anwendung gebracht werden kann (Heiterkeit) Ich glaube daß wir diese Frage und ebenso wie sich eigentlich die Reichsangehörigkeit der in den Kolonien Befindlichen zu der Staatsangehörigkeit im Heimatlande verhält einer näheren Prüfung unterwerfen müssen;.;.;§175;947–948;0;linksliberal;Fortschrittliche Volkspartei;Abgeordneter;evangelisch;Berlin;Provinz Brandenburg;2 Merseburg;"Landgerichtsrat a. D.; Syndikus der Handelskammer zu Berlin";Jurist;hier S. 947
Protokolle_1911_02_21_01;Sitzung;XII;II;;264;131;21.02.1911;1911;Dr. jur. Emil Belzer;Fortsetzung der zweiten Beratung des Reichshaushaltsetats für das Rechnungsjahr 1911 (Nr. 546, 548, 721 der Anlagen) — Reichsjustizverwaltung, Besoldung des Staatssekretär;Die Erregung über den Fall Schönebeck war allgemein und tiefgehend um so mehr als wir schon vorher die Prozesse Wrede und Eulenburg gehabt haben um so mehr als wir selbst uns die Frage vorlegen mußten wäre es einem armen Mann möglich gewesen einen Allenstein oder EulenburgProzeß so ausgedehnt durchzuführen Deshalb ist der Vorwurf der Klassenjustiz nicht unerklärlich das Volk sagt sich der Reiche kann das der Arme aber nicht (Sehr richtig) Was nun die von mir angeführte psychiatrische Gefahr anlangt so müssen meine politischen Freunde mit mir verlangen daß irre Verbrecher unschädlich gemacht und in Staats irrenanstalten untergebracht werden Sie wissen alle meine Herren kein Arzt kann mit Bestimmtheit sagen der und der Geisteskranke ist definitiv geheilt Dutzende von Beispielen beweisen die Rückfälligkeit und wir müssen daher verlangen daß ein Verbrecher nicht wieder auf die Menschheit losgelassen wird Das stürmische Verlangen des Volks geht dahin daß das Verbrechen seine Sühne finde und bei Irren erblickt das Volk diese Sühne darin daß dieselben in öffentlichen Anstalten verwahrt werden Es wird Sache der Justizbehörden in Verbindung mit der Regierung sein in dieser Weise Abhilfe und zwar gründliche zu schaffen Wenn ich nun noch einige andere Prozesse in möglichster Kürze berühren darf so muß ich zunächst entgegen meiner im Vorjahr ausgesprochenen Absicht noch einmal mit ein paar Worten auf den Prozeß Eulenburg zurückkommen Ich habe damals angedeutet warum ich die erfolgreiche Durchführung des Prozesses gegen diesen Mann durch dessen Schuld doch zweifellos die Kenntnis eines verschwiegenen Lasters in die entlegensten Dörfer hinausgetragen wurde meines Erachtens als aussichtslos ansehe ;.;.;eulenburg;4779–4784;0;politischer Katholizismus;Zentrum;Abgeordneter;katholisch;Baden-Baden;Großherzogtum Baden;1 Sigmaringen;Königlich Preußischer Amtsgerichtsrat;Jurist;hier S. 4783f.
Protokolle_1911_02_21_02;Sitzung;XII;II;;264;131;21.02.1911;1911;Dr. Hermann Lisco;Fortsetzung der zweiten Beratung des Reichshaushaltsetats für das Rechnungsjahr 1911 (Nr. 546, 548, 721 der Anlagen) — Reichsjustizverwaltung, Besoldung des Staatssekretär;Meine Herren zum Fall Eulenburg hat Herr Abgeordneter Belzer der ihn hier erwähnte im vorigen Jahre selbst ausgeführt daß die neue Auflage des Prozesses ihm zu Einwendungen in keiner Weise Veranlassung gebe Die Herren werden sich erinnern daß in öffentlicher Verhandlung der Fürst Eulenburg zusammengebrochen ist in Gegenwart der Geschworenen und daß sich sämtliche Richter und die Geschworenen davon überzeugt haben daß eine weitere Verhandlung absolut ausgeschlossen war Es ist nun gefragt worden wie steht denn jetzt die Sache Ich habe eine amtliche Auskunft aus dem preußischen Justizministerium erbeten und es ist mir mitgeteilt worden daß der Fürst am 4 Januar d I durch den Medizinalrat Dr Störmer untersucht worden ist und daß dieser ihn zurzeit für verhandlungsunfähig erklärt hat Die Staatsanwaltschaft behält die Sache natürlich im Auge Wann der Fürst verhandlungsfähig sein wird ist selbstverständlich nicht abzusehen Ich kann darüber weitere Mitteilungen nicht machen Es ist dann ein Fall erwähnt worden aus Glogau ein Fall aus Halberstadt Ich kenne diese Fälle nicht aber ich kann sagen wenn die Begründung in dem Halberstädter Fall derart gewesen ist wie sie hier der Herr Abgeordnete Belzer vorgelesen hat dann kann ich eine solche Art der Urteilsbegründung die sich ergeht in Differenzierungen zwischen weiblichen Personen höherer und niederer Stände nur bedauern (Sehr richtig! in der Mitte und rechts.) Mit einem kurzen Wort muß ich noch einmal auf die Rechtsbelehrung zurückkommen die vorher der Herr Abgeordnete Frank erwähnt hat;.;.;eulenburg;4791–4793;0;k.A.;k.A.;Wirklicher Geheimer Rat, Staatssekretär des Reichsjustizamts, Bevollmächtigter zum Bundesrat;evangelisch;Berlin;Provinz Brandenburg;;"Amtsrichter; Oberlandesgerichtsrat; Oberjustizrat";Jurist;hier S. 4793
Protokolle_1911_02_21_03;Sitzung;XII;II;;264;131;21.02.1911;1911;Dr. jur. Bruno Ablaß;Fortsetzung der zweiten Beratung des Reichshaushaltsetats für das Rechnungsjahr 1911 (Nr. 546, 548, 721 der Anlagen) — Reichsjustizverwaltung, Besoldung des Staatssekretär;schön also Gemeindevorsteher — wurde das Disziplinarverfahren eingeleitet weil er angeblich rein privatim im Kreise von Bekannten die Umgebung des Kaisers zu der damals noch Fürst Eulenburg gehörte beleidigt hatte Er wurde disziplinarisch seines Amtes enthoben Der liberale Gutsbesitzer Thoms in Wüsten Bielow wurde zum Gemeindevorsteher von WüstenBtelow gewählt Der Landrat v Maltzahn verweigerte ihm di Bestätigung nach Ansicht von Thoms deshalb weil er eine liberale Gesinnung gezeigt hätte Thoms wurde nun wiederholt wiedergewählt Es blieb aber bei der Versagung der Bestätigung In dem Prozeß bestritt Freiherr v Maltzahn daß die Verweigerung der Bestätigung erfolgt sei wegen der liberalen Parteistellung des Herrn Thoms Als Grund für die Nichtbestätigung — ich bitte darauf zu achten — vermochte der Herr Landrat Freiherr v Maltzahn nur folgendes anzuführen Herr Thoms war in einer Versammlung von Interessenten bei der es sich um einen Schulbau Handelle zugegen gewesen Herr Thoms beanstandete das Protokoll das der Landrat v Maltzahn geführt hatte er behauptete ein Passus sei nicht völlig zutreffend wiedergegeben Obwohl dies offenbar nichts Wetter war als sein gutes Recht erklärte Herr v Maltzahn daß er hierin eine persönliche Kränkung erblickte und aus diesem Grunde die Bestätigung verweigern müßte Meine Herren da haben Sie eine Anzahl Beispiele die doch Bände sprechen In dieses Milieu bitte ich Sie sich bei der Beurteilung des Prozesses zunächst hineinzudenken Deshalb weil schon damals stadt und landbekannt war daß sich der Landrat schwerer sittlicher Verfehlungen gegen den § 175 des Strafgesetzbuches schuldig gemacht hatte (Hört hört links) Damals ging durch die Stadt die Nachricht daß der Diener des Landrats in allen Lokalen erzählte er sei in der Nacht die Frau des Landrats Daß der Angeklagte mit einem solchen Landrat keinen dienstlichen Verkehr haben will nehme ich persönlich ihm nicht übel Meine Herren die Disziplinarrichter sind anderer Meinung und es wird in dem Urteil ganz ruhig auf das Zeugnis dieses Herrn Osterroth Bezug genommen Eigentlich fällt es auf daß das Urteil das sonst so ungeheuer gesprächig ist über diesen Fall Osterroth mit einer sehr bemerkenswerten Kürze hinweggleitet Das hat recht gute Gründe und diese Gründe werden Ihnen die Verwaltungspraxis in Pommern in einer wunderbaren Weise illustrieren;.;.;"eulenburg; §175";4795–4811;0;linksliberal;Fortschrittliche Volkspartei;Abgeordneter;evangelisch;Bunzlau;Provinz Schlesien;8 Liegnitz;"Rechtsanwalt; Notar";Jurist;hier S. 4797–4801
Protokolle_1911_02_22_01;Sitzung;XII;II;;264;132;22.02.1911;1911;Ludwig Werner;Fortsetzung der zweiten Beratung des Reichshaushaltsetats für das Rechnungsjahr 1911 (Nr. 546, 548, 721 der Anlagen) — Reichsjustizverwaltung: Besoldung des Staatssekretärs (Fortsetzung und Schluß der Diskussion);Sodann ist gestern der Fall Eulenburg von verschiedenen Rednern berührt worden Auch ich habe früher wiederholt über diesen bedauerlichen Fall gesprochen Ich habe darauf hingewiesen daß unmöglich irgendein Unterschied zwischen hoch und niedrig reich und arm bei der Rechtsprechung gemacht werden dürfe Der Herr Staatssekretär hat uns gestern eröffnet daß nach einer Mitteilung die er am 4 Januar dieses Jahres vom preußischen Herrn Justizminister bekommen habe eine Untersuchung des Fürsten Eulenburg durch den Medizinalrat dr Störmer stattgefunden habe Nach derselben sei der Fürst Eulenburg zurzeit nicht verhandlungsfähig Bei dem hohen Alter des Fürsten und bet seinem leidenden Zustand glaube ich kaum daß jemals gegen den Fürsten weiter prozessiert werden kann was auch ich sehr beklage Bekanntlich haben wir bezüglich der Haftung der Eisenbahnen jetzt den Zustand daß nach dem Eisenbahnhaftpflichtgesetz von 1871 der Eiseubahnunternehmer falls eine Person getötet oder verletzt wird nach den Vorschriften des bürgerlichen Rechts schadenersatzpflichtig ist Diese Bestimmungen beziehen sich aber um auf Personen nicht aber auf Sachschaden Wenn eine Kuh verletzt ein Hund totgefahren wird was auf dem Lande häufig vorkommt vor allem seitdem jetzt die Klein und Straßenbahnen nach den Vororten fahren so fehlen einheitliche Grundsätze für die Haftpflicht Es herrscht in dieser Beziehung zurzeit die größte Buntscheckigkeit Auf eine diesbezügliche Anfrage des Herrn Abgeordneten Varenhorst hat der Herr Staatssekretär dr Lisco gestern erwidert es sei bereits ein Gesetzentwurf ausgearbeitet der die Anwendung des Eisenbahnhaftpflichtgesetzes auch auf Sachschäden bestimmt;.;.;eulenburg;4824–4825;0;antisemitisch;Deutschsoziale Reformpartei;Abgeordneter;evangelisch;Rittergut Bubenrode;Provinz Hessen-Nassau;6 Kassel;Redakteur;Autor/Journalist;hier S. 4824
Protokolle_1911_02_22_02;Sitzung;XII;II;;264;132;22.02.1911;1911;Dr. jur. Ernst Müller;Fortsetzung der zweiten Beratung des Reichshaushaltsetats für das Rechnungsjahr 1911 (Nr. 546, 548, 721 der Anlagen) — Reichsjustizverwaltung: Besoldung des Staatssekretärs (Fortsetzung und Schluß der Diskussion);Nach der Statistik die über die Tätigkeit einer Strafkammer aufgemacht worden ist — ich will nur einzelne Fälle aus dieser Liste hervorheben — kann sich ein Deutscher um folgende Strafabmessungen folgende Reale erlauben Urkundenfälschung und Betrug 3 Monate Beihilfe zur Abtreibung 14 Tage Gefängnis Diebstahl im Rückfall 3 Monate Betrug im Rückfall 9 Monate Sittlichkeitsverbrechen 7 Monate Einbruchsdiebstahl 3 Monate Urkundenfälschung 5 Wochen widernatürliche Unzucht 6 Wochen Raub 4 Monate Meuterei 3 bis 7 Monate Brandstiftung 1 Monat Meineid 1 Jahr Abtreibung 3 Monate 15 Tage Päderastie 1 Monat 15 Tage Kuppelei 3 Monate Entführung 3 Monate Blutschande 2 Wochen Zuhälterei 10 Monate Also der Zuhälter einer der gemeinsten Teile der menschlichen Gesellschaft überhaupt kommt mit einer Strafe von 10 Monaten wegen seiner Zuhälterei durch der ehrliche rückgradfeste Mann aber der — das ist implicite selber in dem Urteil anerkannt — aus feiner innersten politischen Überzeugung heraus in den Kampf eingetreten ist in einen Kampf der nach dem Urteil selbst durch starke Reizung bis zu einem gewissen Grade aufoktroyiert worden ist wird zu einem Jahr Gefängnis verurteilt (hört hört links) weil er gegen Seine Majestät den preußischen Landrat scharf und beleidigend aufgetreten ist Ich glaube daß man es in den weitesten Kreisen unseres deutschen Volkes nicht verstehen wird daß in solcher Weise wie dies von dem Kollegen Wagner und Varenhorst hier geschehen ist die horriblen Strafen als richtig bezeichnet werden;.;.;"widernat*; pädera*";4841–4845;0;linksliberal;Fortschrittliche Volkspartei;Abgeordneter;evangelisch;Mühlhof;Königreich Bayern;1 Sachsen-Meiningen;Königlicher Landgerichtsrat;Jurist;hier S. 4844
Protokolle_1911_02_22_03;Sitzung;XII;II;;264;132;22.02.1911;1911;Dr. Hermann Lisco;Fortsetzung der zweiten Beratung des Reichshaushaltsetats für das Rechnungsjahr 1911 (Nr. 546, 548, 721 der Anlagen) — Reichsjustizverwaltung: Besoldung des Staatssekretärs (Fortsetzung und Schluß der Diskussion);Auf den Prozeß Becker bin ich gestern nicht ein gegangen und werde ich auch heute nicht eingehen denn er ist nicht rechtskräftig entschieden und ich nehme Anstand mich in irgend einer Weise über einen schwebenden Prozeß zu äußern Nur glaube ich verpflichtet zu sein auf eine direkt an mich gerichtete Frage des Herrn Abgeordneten Dr Ablaß zu antworten welche den früheren Landrat des Kreises Grimmen Osterroth betrifft Herr Abgeordneter Dr Ablaß hat erwähnt daß sich dieser Herr strafbar kriminell verantwortlich gemacht hätte Md daß er sich der kriminellen Bestrafung durch die Flucht nach der Schweiz entzogen habe Er hat dann erwähnt daß Osterroth inzwischen in Karlsruhe zu 200 Mark Geldstrafe verurteilt worden sei und hat dann gesagt Es wird mir mitgeteilt — und ich teile das unter allem Vorbehalt mit weil ich «kläre daß ich selbst nicht daran glaube — daß bis zur Stunde Herr Osterroth aus einem staatlichen Fonds noch Bezüge haben soll Dies die Erklärung des Herrn Abgeordneten Ablaß Ich habe versucht mir das nötige Material zu beschaffen und kann Ihnen folgendes mitteilen Osterroth hat sich bereits vor dem Jahre 1899 einer Reihe sittlicher aber kriminell nicht strafbarer Handlungen schuldig gemacht Ein am 23 Mai 1899 erlittener Sturz vom Pferde hat bei Osterroth den Ausbruch einer anscheinend in ihm schlummern den Geisteskrankheit zur Folge gehabt Im August 1899 hat sich dann Osterroth eines Vergehens gegen Z175 des Strafgesetzbuchs begangen mit dem Diener Schmidt schuldig gemacht Um sich der strafrechtlichen Verfolgung zu entziehen entwich Osterroth nach der Schweiz und fand Unterkunft in einer Hellanstalt in Burghoelzli bei Zürich Das von der Staatsanwaltschaft in Greifswald sofort nach dem Ruchbar werden der Verfehlungen Osterroths eingeleitete Strafverfahren mutzte durch Verfügung des Ersten Staatsanwalts in Greifswald vom 9 Juli 1900 eingestellt werden weil wie es in dieser Verfügung heißt 1 die vor dem August 1899 liegenden Handlungen nicht kriminell strafbar waren 2 Osterroth nach dem Gutachten des Anstaltsarztes in Burghölzli Md des Kreisphysikus Dr Lembke seit seinem Sturz vom Pferde (22 Mai 1899) geisteskrank mithin unzurechnungsfähig war 3 die Schweiz wegen Päderastie nicht ausliefert Inzwischen war gegen Osterroth auch das Disziplinarverfahren eingeleitet worden Es endigte in letzter Instanz damit daß Osterroth durch Urteil des Staatsministeriums vom 28 Juni 1901 wegen der vor dem Jahre 1899 d h vor dem Ausbruch der Geisteskrankheit begangenen kriminell nicht strafbaren Verfehlungen zur Strafe der Dienstentlassung unter gänzlichem Verlust aller Pensionsansprüche verurteilt wurde Seitdem ist jeder Zusammenhang Osterroths mit den staatlichen Behörden gelöst und es ist demgemäß auch die Angabe Osterroth erhalte bis zur Stunde Bezüge aus einem staatlichen Fonds unzutreffend Weiter Osterroth ist im Jahre 1909 in der Landes irrenanstalt Teupitz untergebracht worden über sein Ver halten in der Zwischenzeit insbesondere von der von dem Herrn Abgeordneten Dr Ablaß erwähnten angeblich in Karlsruhe erfolgten Verurteilung des Osterroth ist hier nichts bekannt Im Jahre 1910 ist es Osterroth gelungen aus der Anstalt in Teupitz zu entweichen er ist jedoch demnächst in Steglitz wieder aufgegriffen und soweit bekannt wieder nach Teupitz zurückgebracht worden Aus diesen Tatsachen ergibt sich daß die kriminell nicht strafbaren Handlungen für die Osterroth verantwortlich gemacht werden konnte im Disziplinarverfahren durch die härteste Strafe eine ausreichende Sühne gefunden haben und daß Osterroth wegen des ihm zur Last fallenden Vergehens gegen § 175 des Strafgesetzbuchs strafrechtlich überhaupt nicht zur Verantwortung gezogen werden konnte Einen Vorwurf wird man daher gegen die Justizbehörde in keiner Weise und nach keiner Richtung hin erleben können;.;.;"pädera*; §175";4822–4824;0;k.A.;k.A.;"Wirklicher Geheimer Rat; Staatssekretär des Reichsjustizamts; Bevollmächtigter zum Bundesrat";evangelisch;Berlin;Provinz Brandenburg;;"Amtsrichter; Oberlandesgerichtsrat; Oberjustizrat";Jurist;hier S. 4823f.
