;id;type;legislative_period;session;volume_pdf;volume_protocol;session_number;date;year;speaker;title_toc;search_term;pp;homosexuality_main;political_orientation;party;position;denomination;origin_city;origin_region;constituency;profession;professional_group;comment;content
46;Protokolle_1907_12_04_01;Sitzung;XII;I;;229;65;04.12.1907;1907;Karl von Einem;"Fortsetzung der ersten Beratung der Entwuerfe a) eines Gesetzes betreffend die Feststellung des Reichshaushaltsetats fuer das Rechnungsjahr 1908, b) eines Gesetzes betreffend die Feststellung des Haushaltsetats fuer die Schutzgebiete
auf das Rechnungsjahr 1908,
c) eines Gesetzes zur Aenderung des paragraph 2 
des Gesetzes betreffend die deutsche Flotte
vom 14. Juni 1900 (Reichsgesetzblatt
Seite 255) (Nr. 477, 478, 474 der Anlagen) ";"moltke-harden; *sexu*";2024–2027;0;k.A.;k.A.;General der Kavallerie, Staats- und Kriegsminister, Bevollmaechtigter zum Bundesrat fuer das Koenigreich Preussen;evangelisch;Herzberg am Harz;Provinz Hannover;;Generalleutnant;Militaer;hier S. 2025f.;aber entnehmen bollhardt diejenigen mitteilungen harden prozess moltkeharden ausschluss oeffentlichkeit berechtigt erwiesen liegen unkontrollierbare geruechte einzige belastungszeuge bollhardt moechte hinzufuegen vergessen erwaehnen situation rechtfertigen gerichtlichen verhandlungen protokoll kutscher grafen hohenau verschiedentlich angefuehrt wissen solle 15 jahre grafen hohenau jahre 1902 kutscher ausgesagt geringste wahrgenommen derartige triebe illustrieren geruechte entstehen jahre 1900 glaube exerzierplatz potsdam ordentlich vorgehabt berlin meinen abend familie gesellschaft prinzessin alexandrine preussen gefahren 11 abends abgeholt betreffende kenne grafen hohenau ausgegeben graf hohenau (hoert hoert rechts — unruhe zurufe links) herr abgeordnete paasche briefe vorgezeigt graf hohenau bollhardt geschrieben abgeordnete paasche briefe herbekommen (hoert hoert rechts  zuruf nebensaechlich) annehmen briefe vernehmung 28 — 29 bekannt — harden gerichte abschrift vorgelegt harden bild grafen hohenau gezeigt (hoert hoert rechts) briefe 2 8 06 19 8 06 23 5 07 handelt geld scheinend befuerwortung gnadengesuchs  abschrift nichtssagenden briefes grafen lynar 22 6 01 ueberreicht gericht kennt briefe glaube reihe briefen sammeln untergebene geschrieben geld geschickt minister vollen firma general wachs zeuge reihe untergebenen bilder besitzen prunkender uniform paradeuniform glaube beweist homosexuell veranlagt (grosse heiterkeit) abgeordnete paasche briefe die genannt moechte hoefliche dringende bitte schleunigst gericht gardedivision einzureichen (lebhafte rufe rechts sehr richtig) grossem wert glaube reichstag wert (wiederholtes sehr richtig rechts) major huelsen angefuehrt berliner tageblatt abgeordnete paasche — stelle hypothetisch — major huelsen zugeben verfehlungen grafen hohenau grafen lynar orientiert verfehlungen grafen moltke gewusst „berliner tageblatt mitgebracht genau angegeben fragestellung prozess vorsitzenden gelautet major vernommen privatklaeger graf kuno moltke wusste bekannten freundeskreis befanden homosexuell veranlagt graf moltke gesprochen antwort gesprochen beisein exzellenz moltke hierueber geaeussert eingehende wahrnehmungen antwort bekuemmert justizrats gordon gewusst graf lynar sexuelle verfehlungen zuschulden antwort justizrats bernstein major graf moltke gehoert mag graf hohenau aehnlicher vordem beschuldigt antwort grafen hohenau ergangen geruechtweise verlauten hoeren herr major huelsen erregt berliner tageblatts gelesen abgeordneten paasche zugeben armee kenntnis ausdruecklich zuvor sprechen gehoert grafen hohenau grafen lynar (hoert hoert rechts) geruechte — huelsen — geruechte grafen moltke herangetreten eingreifen majestaet erfolgte bestimmteste gewiesen eingreifen geruechte grafen moltke — gegenteil wahr presse major huelse zugegeben armee kenntnis (hoert hoert rechts) genau gegenteil (lebhaftes hoert hoert rechts) armee grossen gewusst neulich belegt verschiedensten persoenlichkeiten hingewiesen briefe karten — moechte vorlesen — maennern wahrheitsliebe charakter geringste zweifel besteht general artillerie dulitz 1899 1902 adlervilla bewohnt — neulich adlervilla solides haus ominoese villa graf lynar wohnte — general dulitz sehr huebsch solide adlervilla rehabilitieren (heiterkeit) damaligen nachbarn anscheinend glueckliches familienleben augen denke vorgekommene erklaeren jahre villa lynar gewohnt hat treiben freudenhauses anscheinend glueckliches familienleben beobachtet (zuruf abgeordneten paasche behauptet) freund jugend befreundet potsdam gestanden 1894 1902 geschrieben graf hohenau freund gleichzeitigen regimentsfuehrung gemeinsam unternommen muster edelmanns offiziers schien geliebt hoch verehrt empfindungen ausdruck lynar besonders gut bekannt leiseste andeutung gedrungen bekannt gewordenen oeffentlich geredet schwager neffe knyphausen — mannschaftskreisen stammend — neffe sydow fahnenjunker andeutung besitze volle trauen zeugnisse allgemeine verbreitung vorhanden abgeordnete paasche hohe offiziere mitteilungen moechte abgeordneten paasche sehr dringend bitten hohen offiziere gericht nennen (abgeordneter paasche melden) schmutz (lebhafte zustimmung rechts rufe nationalliberalen auch) angelegenheit niedrigen atmosphaere klatsches erheben (sehr richtig rechts mitte nationalliberalen) endlich schicht geschichte . .
47;Protokolle_1907_12_11_01;Sitzung;XII;I;;229;71;11.12.1907;1907;Carl Legien;Fortsetzung und Schluss der ersten Beratung des Entwurfs eines Bereinsgesetzes, in Verbindung mit der Beratung des 24. Berichts der Petitionskommission, Schaffung eines Reichs-Vereins- und -Versammlungsrechts betreffend (Nr. 482, 422 der Anlagen);harden;2076–2083;0;sozialdemokratisch;SPD;Abgeordneter;Dissident;Marienburg;Provinz Westpreussen;7 Schleswig-Holstein;"Vorsitzender der Generalkommission der Gewerkschaften Deutschlands in Niederschoenhausen b. Berlin; Drechsler; Redakteur";Geschaeftsfuehrer/Kaufmann/Industrieller;hier S. 2180f.;am 25 richtete polizeiverwaltung flatow westpreussen vorsitzenden arbeitervereins verfuegung 3 abgehaltenen versammlung arbeitervereins naechste versammlung vortrag hardenprozess gestellt interesse aufrechterhaltung oeffentlichen ordnung untersagen vortrag versammlung aufgeloest (hoert hoert)  abgeordneter mueller (meiningen) pgchnicke preussischen verordnung jahre 1850 betreffend vereins versammlungsrecht bestimmung recht polizei allgemeinen befugnisse praeventivverbot formell beseitigt staaten in vereinsgesetzen bestand durchgefuehrt allgemeinen befugnisse polizeibehoerden abgeordneter mueller (meiningen) fuehrte beispiel polizeibehoerde hamburgs versammlung verboten selben abschaffung bordelle gesprochen abgeordneter mueller (meiningen) vergessen hamburg bordelle staat gekauften haeusern waren staatliche einrichtungen (heiterkeit) naeher hamburger polizei versammlung verbietet abschaffung bordelle gesprochen veraechtlichmachung staatlichen einrichtungen vorkommen absatzes 4 paragraf 9 versammlung gleichen grunde aufloest gebiete praktische erfahrungen klare bestimmung preussische verordnung 11 1850 heisst paragraf 5 versammlung antraege vorschlaege eroertert aufforderung anreizung strafbaren handlungen enthalten aufgeloest antraege recht aufloesung antraege eroertert beraten zweifelsfreie bestimmung — bestimmung unglaublichster weise versammlungen aufgeloest erfahrungen stellung gewerkschaftsleben ungezaehlte beispiele zufuehren sie politischen leben genoetigt versammlungen sprechen wissen besonders preussen klaren bestimmung versammlungen aufgeloest abgeordnete dietrich vorsorge getroffen nunmehr polizeibeamte aufloest gruende aufloesung angeben aufloesungsgruende diskutiert ansehen beamten herab gemindert abgeordneter dietrich ansehen polizeibeamten herabzumindern noetig (sehr gut sozialdemokraten) aufloesungsgruende die angefuehrt auswendig gelerntes spruechlein „auf gesetzes — hoch „auf paragraph5 gesetzes loese versammlung wissen polizeibeamten glauben ansehen herab gemindert gruende aufloesung versammlung angeben hoechstens ansehen erhoeht entdeckt gruende aufloesung bestimmung 5 preussischen verordnung 11 1850 enthalten preussischen polizeibeamten moeglichkeit aufloesung versammlung gruende kannten gesetz standen gesetz vollstaendig verstaendnislos aufloesungsbefugnis preussischen verordnung moeglich polizeibeamten eingeraeumt unterscheiden vergehen begangen oeffentlichrechtlichen gruenden verfolgen aufmerksam zb prozess harden staatsanwalt schoeffengericht verhandelt erkannt oeffentlichrechtlichen gruenden verfolgen polizeibeamte entscheiden (zuruf abgeordneten junck erforderlich) — gewiss erforderlich gebe glauben polizeibeamten preussen wissen glaube bewundere vertrauen polizeibeamten erlebnissen vorfuehren . .
48;Protokolle_1908_01_23_01;Sitzung;XII;I;;230;87;23.01.1908;1908;Robert Gyssling;Dritte Beratung des Entwurfs eines Gesetzes betreffend die Bestrafung der Majestaetsbeleidigung (Nr. 348, 564 der Anlagen);harden;2668–2669;0;linksliberal;Fortschrittliche Volkspartei;Abgeordneter;evangelisch;Dzubiellen Gut;Provinz Ostpreussen;3 Koenigsberg;Rechtsanwalt;Jurist;hier S. 2669;auf prozess einzelnen eingehen zweiten lesung geschehen ansicht staatssekretaers reichsjustizamts kollegen osann richtig schwebende prozesse eroerterungen einzugreifen standpunkt bereits abgeordnetenhause justizminister eingenommen kollegen missverstanden gefordert prozessualen maengel verhandlung harden prozesses herausgestellt strafjustizreform beachten . .
49;Protokolle_1908_02_01_01;Sitzung;XII;I;;230;92;01.02.1908;1908;Dr. jur. Udo Graf zu Stolberg-Werningerode;Beratung von Berichten der Petitionskommission - 59. Bericht Abaenderung bezw. Aufhebung des paragraph175 des Strafgesetzbuches (Nr. 604 der Anlagen);"paragraph175; petition";2829–2830;0;konservativ;Deutschkonservative Partei;Praesident ;evangelisch;Berlin;Provinz Brandenburg;6 Gumbinnen;"Wirklicher Geheimer Rat; Oberpraesident z. D.; Generalmajor à la suite der Armee; Besitzer der Fideikommisse Kreppelhof in Schlesien und Doenhoffstaedt in Ostpreussen sowie des Rittergutes Cammin in der Neumark";Verwalter/Beamter;hier S. 2830;die kommission beantragt ueberweisung erwaegung — reichstag tritt antrage stelle fest 59 betreffend abaenderung bezw aufhebung paragraf 175 strafgesetzbuchs (nr 604 drucksachen) berichterstatter abgeordneter belzer der kommission uebergang tagesordnung resolution schlage gegenstand abzusetzen . .
50;Protokolle_1908_02_01_02;Sitzung;XII;I;;230;92;01.02.1908;1908;Theodor Kirsch;Beratung von Berichten der Petitionskommission - 59. Bericht Abaenderung bezw. Aufhebung des paragraph175 des Strafgesetzbuches (Nr. 604 der Anlagen);petition;2831;1;politischer Katholizismus;Zentrum;Abgeordneter;katholisch;Duesseldorf;Rheinprovinz;4 Duesseldorf;Amtsgerichtsrat;Jurist;;liegen petition wortmeldungen . .
51;Protokolle_1908_02_01_03;Sitzung;XII;I;;230;92;01.02.1908;1908;Dr. jur. Udo Graf zu Stolberg-Werningerode;Beratung von Berichten der Petitionskommission - 59. Bericht Abaenderung bezw. Aufhebung des paragraph175 des Strafgesetzbuches (Nr. 604 der Anlagen);"paragraph175; hirschfeld";2831;1;konservativ;Deutschkonservative Partei;Praesident;evangelisch;Berlin;Provinz Brandenburg;6 Gumbinnen;"Wirklicher Geheimer Rat; Oberpraesident z. D.; Generalmajor à la suite der Armee; Besitzer der Fideikommisse Kreppelhof in Schlesien und Doenhoffstaedt in Ostpreussen sowie des Rittergutes Cammin in der Neumark";Verwalter/Beamter;;ja petition betreffend abaenderung bezw aufhebung paragraf 175 strafgesetzbuchs abstimmen petitionskommission beantragt reichstag beschliessen 1 petitionen 1083 1905 hirschfeld charlottenburg genossen bezw rebach nuernberg abaenderung bezw aufhebung 175 strafgesetzbuchs tagesordnung ueberzugehen schriftfuehrer abgeordneter nimpau 2 resolution anzunehmen verbuendeten regierungen ersuchen) zivil militaerbehoerden anzuweisen bestehenden gesetzesvorschriften ansehen person unnachsichtlich geltung verschaffen 5) reichstag vorlage abaenderung strafgesetzbuchs militaerstrafgesetzbuchs zugehen ausnutzung abhaengigkeitsverhaeltnisses (durch vorgesetzte arbeitgeber usw) unsittlichen zwecken 175 strafgesetzbuchs erhoehte strafe gestellt e) schutzalter (paragraphparagraph 176 182 184 imd 184a strafgesetzbuchs) 18 jahre erhoeht praesident geschaeftsordnung abgeordnete mugdan . .
52;Protokolle_1908_02_01_04;Sitzung;XII;I;;230;92;01.02.1908;1908;Paul Singer;Beratung von Berichten der Petitionskommission - 59. Bericht Abaenderung bezw. Aufhebung des paragraph175 des Strafgesetzbuches (Nr. 604 der Anlagen);petition;2831;1;sozialdemokratisch;SPD;Abgeordneter;juedisch;Berlin;Provinz Brandenburg;4 Berlin;"Privatier; Kaufmann; Inhaber; Vorsitzender";Geschaeftsfuehrer/Kaufmann/Industrieller;;meine zweifel beschlussfaehigkeit hauses abstimmung erhoben (sehr richtig) beantrage absetzung petition tagesordnung glaube widerspruch hause erheben . .
53;Protokolle_1908_02_01_05;Sitzung;XII;I;;230;92;01.02.1908;1908;Dr. med. Otto Mugdan ;Beratung von Berichten der Petitionskommission - 59. Bericht Abaenderung bezw. Aufhebung des paragraph175 des Strafgesetzbuches (Nr. 604 der Anlagen);petition;2831;1;linksliberal;Fortschrittliche Volkspartei;Abgeordneter;evangelisch;Breslau;Provinz Schlesien;9 Liegnitz;"Sanitaetsrat; Arzt";Mediziner;;der praesident vorgeschlagen petition abzusetzen abgeordnete kirsch beantragt abzustimmen vorschlage praesidenten folgen zweifel beschlussfaehigkeit hauses erhoben (sehr richtig) . .
54;Protokolle_1908_02_03_01;Sitzung;XII;I;;230;93;03.02.1908;1908;August Bebel;Fortsetzung der zweiten Beratung des Reichshaushaltsetats fuer das Rechnungsjahr 1908 - Verwaltung des Reichsheeres, Preussen, Besoldung des Kriegsministers;paragraph175;2850–2860;0;sozialdemokratisch;SPD;Abgeordneter;Dissident;Koeln;Rheinprovinz;1 Hamburg;"Drechslermeister; Schriftsteller";Autor/Journalist;hier S. 2853;bevor thema fortfahre moechte punkte eingehen sitzung 29 generaldebatte etat rolle gespielt entfernt ausdruecklich bemerken peinliche paragraf 175 strafgesetzbuchs eroerterung erscheint notwendig aeusserungen kriegsminister paar worten einzugehen kriegsminister erklaert soldaten muehe angriffe erwehren buben zivilkreisen gerichtet — erklaerte notwendig bekannten befehl kuerassiere weissen lederhosen bestimmten tageszeiten strasse duerften erlassen pervers veranlagten personen zivilpublikums schuetzen weiss kriegsminister zugegen damaligen aeusserungen aufrechterhalten mittlerweile prozess grafen lynar grafen hohenau vorgaenge hinlaenglich bewiesen armee soldaten erwehren aufmerksam — verbindung tatsache — herbst mitteilung presse stallmeister kronprinzen hauptmann postens enthoben nervenheilanstalt geschickt handlungen paragraf 175 betreffen gleiche neuerdings traurigen falle allenstetn vorgekommen hauptmann goeben frau schoenebeck irrenanstalt geschickt geisteszustand untersuchen derartiges verfahren seitens militaerverwaltung ausserordentlich bedenklich (sehr richtig sozialdemokraten) falle goeben presse mitteilung gegangen offizierkorps allenstein vorgehen militaerstrafbehoerde begreife hauptmann goeben haltung taetigkeit verraten vermutung aufkommen lasse geistig gestoert vorgaenge lynar hohenau — mittlerweile verschiedene bestrafungen offizieren paragraf 175 — allenstein militaerverwaltung aeusserst unangenehm begreife endlich militaerverwaltung einsehen offiziere gottgleichen geschoepfe gut menschlichen schwaechen fehler zivilpublikum schulden laesst kreisen hochedelgeborenen edelsten nation menschliche schwaechen anhaften strafgesetzbuch konflikt richtung moechte dringend bitten — richtungen militaerstrafjustiz klagen parteifreunde eroertern — militaerstrafjustiz betritt zivilstrafjustiz betreten militaerstrafjustiz seinerzeit prosper arenberg gehandelt zivilstrafjustiz alter erfahrungssatz hochangesehene gesellschaftliche stellung einnimmt ausserordentlich leicht faellt heilanstalt verwiesen geisteszustand untersucht leicht zeugnisse beizubringen verurteilung schuetzen . .
55;Protokolle_1908_02_05_01;Sitzung;XII;I;;230;95;05.02.1908;1908;Wilhelm Vogt;Fortsetzung der zweiten Beratung des Reichshaushaltsetats fuer das Rechnungsjahr 1908 - Verwaltung des Reichsheeres, Preussen, Besoldung des Kriegsministers (Fortsetzung und Schluss der Diskussion);moltke-harden;2901–2905;0;antisemitisch;Bund der Landwirte;Abgeordneter;evangelisch;Gochsen;Koenigreich Wuerttemberg;11 Wuerttemberg;Landwirt;Landwirt;hier S. 2904;zum besseren verstaendnis bemerken vorkommnis passierte moltke harden prozess rolle spielte graf hohenau graf lynar munde (hoert hoert sozialdemokraten) leicht begreiflich echt schwaebischen ausdruck dreck bedeutung beigelegt falle handelt mode abzuschaffen glaube militaer volk hineingetragen schwaebische gemeindevorsteher recht abwege freude natuerlichen schoenen pferdekoerper abgeschnittenem schweife vorzustellen unsitte lande verbreitet verpflichtet hinzuwirken modetorheit abgelassen dorfschultheiss recht dreck dritten bitte verstaendlich aussen verstanden zuschriften eingaben nichtamtliche drucksachen zugestellt erhalten genau gelesen studiert gewiss entschuldbar hohen hauses kleine broschuere entgangen . .
