id;noun;count
Protocol_1909_01_19_03;eroertert;1
Protocol_1909_01_19_03;meinung;1
Protocol_1909_01_19_03;gerichtshof;1
Protocol_1909_01_19_03;vernehmen;1
Protocol_1909_01_19_04;presse;10
Protocol_1909_01_19_04;eulenburg;2
Protocol_1909_01_19_04;gericht;2
Protocol_1909_01_19_04;entscheidung;2
Protocol_1909_01_19_04;bestimmungen;2
Protocol_1909_01_19_04;erscheinung;1
Protocol_1909_01_19_04;licht;1
Protocol_1909_01_19_04;aufmerksamkeit;1
Protocol_1909_01_19_04;koerperschaften;1
Protocol_1909_01_19_04;teil;1
Protocol_1909_01_28_01;ausnahmen;7
Protocol_1909_01_28_01;arbeitgeber;3
Protocol_1909_01_28_01;regel;3
Protocol_1909_01_28_01;gesetz;3
Protocol_1909_01_28_01;arbeiter;2
Protocol_1909_01_28_01;herr;1
Protocol_1909_01_28_01;entruestung;1
Protocol_1909_01_28_01;erscheinung;1
Protocol_1909_01_28_01;ausdruecklich;1
Protocol_1909_01_28_01;mehrzahl;1
Protocol_1909_03_30_01;minister;4
Protocol_1909_03_30_01;sozialdemokraten;4
Protocol_1909_03_30_01;system;4
Protocol_1909_03_30_01;krone;2
Protocol_1909_03_30_01;unabhaengigkeit;1
Protocol_1909_03_30_01;regierung;1
Protocol_1909_03_30_01;parteien;1
Protocol_1909_03_30_01;worte;1
Protocol_1909_03_30_01;portemonnaie;1
Protocol_1909_03_30_01;interesse;1
Protocol_1909_03_30_02;existenz;2
Protocol_1909_03_30_02;sozialdemokraten;2
Protocol_1909_03_30_02;abgeordnete;1
Protocol_1909_03_30_02;weise;1
Protocol_1909_03_30_02;thema;1
Protocol_1909_03_30_02;bemerkung;1
Protocol_1909_03_30_02;hofe;1
Protocol_1909_03_30_02;gerede;1
Protocol_1909_03_30_02;entschiedenheit;1
Protocol_1909_03_30_02;seeschlange;1
Protocol_1909_03_30_03;existenz;5
Protocol_1909_03_30_03;reichskanzler;1
Protocol_1909_03_30_03;kollegen;1
Protocol_1909_03_30_03;vergnuegen;1
Protocol_1909_03_30_03;kollege;1
Protocol_1909_03_30_03;worte;1
Protocol_1909_04_23_01;vorlage;16
Protocol_1909_04_23_01;oeffentlichkeit;13
Protocol_1909_04_23_01;paragraf;13
Protocol_1909_04_23_01;kinder;9
Protocol_1909_04_23_01;bestimmungen;8
Protocol_1909_04_23_01;mitte;6
Protocol_1909_04_23_01;pflicht;6
Protocol_1909_04_23_01;interesse;6
Protocol_1909_04_23_01;geldstrafe;6
Protocol_1909_04_23_01;eulenburg;5
Protocol_1909_04_23_02;eulenburg;3
Protocol_1909_04_23_02;handlung;3
Protocol_1909_04_23_02;aenderung;2
Protocol_1909_04_23_02;privatleben;2
Protocol_1909_04_23_02;einschraenkung;2
Protocol_1909_04_23_02;staatssekretaer;1
Protocol_1909_04_23_02;bestrafung;1
Protocol_1909_04_23_02;beleidigung;1
Protocol_1909_04_23_02;zukunft;1
Protocol_1909_04_23_02;interesse;1
Protocol_1909_04_23_03;presse;4
Protocol_1909_04_23_03;entwurf;3
Protocol_1909_04_23_03;ehre;3
Protocol_1909_04_23_03;eulenburg;3
Protocol_1909_04_23_03;prozesse;3
Protocol_1909_04_23_03;klaeger;3
Protocol_1909_04_23_03;verstaerkung;2
Protocol_1909_04_23_03;prozess;2
Protocol_1909_04_23_03;meinung;2
Protocol_1909_04_23_03;sozialdemokraten;2
Protocol_1909_04_24_01;prozess;3
Protocol_1909_04_24_01;vorwurf;3
Protocol_1909_04_24_01;richter;3
Protocol_1909_04_24_01;gesetzgebung;2
Protocol_1909_04_24_01;moltke;2
Protocol_1909_04_24_01;worte;1
Protocol_1909_04_24_01;bedeutung;1
Protocol_1909_04_24_01;mitspiele;1
Protocol_1909_04_24_01;verkettung;1
Protocol_1909_04_24_01;bewegung;1
Protocol_1910_01_15_01;gesetz;3
Protocol_1910_01_15_01;zweifel;2
Protocol_1910_01_15_01;sozialdemokraten;2
Protocol_1910_01_15_01;jahre;2
Protocol_1910_01_15_01;vorentwurf;2
Protocol_1910_01_15_01;recht;1
Protocol_1910_01_15_01;eulenburg;1
Protocol_1910_01_15_01;eroerterungen;1
Protocol_1910_01_15_01;gepflogenheiten;1
Protocol_1910_01_15_01;kreisen;1
Protocol_1910_01_20_01;jahre;4
Protocol_1910_01_20_01;prozess;4
Protocol_1910_01_20_01;auflage;2
Protocol_1910_01_20_01;empoerung;2
Protocol_1910_01_20_01;eulenburg;2
Protocol_1910_01_20_01;mahnung;2
Protocol_1910_01_20_01;gesetz;2
Protocol_1910_01_20_01;worten;1
Protocol_1910_01_20_01;einwendungen;1
Protocol_1910_01_20_01;weise;1
Protocol_1910_01_31_01;regierung;2
Protocol_1910_01_31_01;schulbesuch;2
Protocol_1910_01_31_01;zustimmung;1
Protocol_1910_01_31_01;parteien;1
Protocol_1910_01_31_01;verbrechen;1
Protocol_1910_01_31_01;blutschande;1
Protocol_1910_01_31_01;kuppelei;1
Protocol_1910_01_31_01;gesetz;1
Protocol_1910_01_31_01;jahren;1
Protocol_1910_01_31_01;rechtsbewusstsein;1
Protocol_1910_01_31_02;ausweisung;2
Protocol_1910_01_31_02;rechtsordnung;1
Protocol_1910_01_31_02;stimme;1
Protocol_1910_01_31_02;zuegen;1
Protocol_1910_01_31_02;organe;1
Protocol_1910_01_31_02;recht;1
Protocol_1910_01_31_02;sessionen;1
Protocol_1910_01_31_02;scheidung;1
Protocol_1910_01_31_02;verwaltung;1
Protocol_1910_01_31_02;justiz;1
Protocol_1911_02_21_01;prozesse;2
Protocol_1911_02_21_01;volk;2
Protocol_1911_02_21_01;verbrecher;2
Protocol_1911_02_21_01;suehne;2
Protocol_1911_02_21_01;erregung;1
Protocol_1911_02_21_01;schoenebeck;1
Protocol_1911_02_21_01;wrede;1
Protocol_1911_02_21_01;eulenburg;1
Protocol_1911_02_21_01;armen;1
Protocol_1911_02_21_01;vorwurf;1
Protocol_1911_02_21_02;eulenburg;2
Protocol_1911_02_21_02;verhandlung;2
Protocol_1911_02_21_02;abgeordnete;2
Protocol_1911_02_21_02;jahre;1
Protocol_1911_02_21_02;auflage;1
Protocol_1911_02_21_02;prozesses;1
Protocol_1911_02_21_02;weise;1
Protocol_1911_02_21_02;veranlassung;1
Protocol_1911_02_21_02;gegenwart;1
Protocol_1911_02_21_02;richter;1
Protocol_1911_02_21_03;landrat;4
Protocol_1911_02_21_03;bestaetigung;4
Protocol_1911_02_21_03;freiherr;2
Protocol_1911_02_21_03;stadt;2
Protocol_1911_02_21_03;urteil;2
Protocol_1911_02_21_03;disziplinarverfahren;1
Protocol_1911_02_21_03;kreise;1
Protocol_1911_02_21_03;umgebung;1
Protocol_1911_02_21_03;gutsbesitzer;1
Protocol_1911_02_21_03;ansicht;1
Protocol_1911_02_22_01;eulenburg;2
Protocol_1911_02_22_01;fuersten;2
Protocol_1911_02_22_01;zustand;2
Protocol_1911_02_22_01;rednern;1
Protocol_1911_02_22_01;beruehrt;1
Protocol_1911_02_22_01;unterschied;1
Protocol_1911_02_22_01;rechtsprechung;1
Protocol_1911_02_22_01;mitteilung;1
Protocol_1911_02_22_01;justizminister;1
Protocol_1911_02_22_01;untersuchung;1
Protocol_1911_02_22_02;monate;11
Protocol_1911_02_22_02;wochen;3
Protocol_1911_02_22_02;urkundenfaelschung;2
Protocol_1911_02_22_02;abtreibung;2
Protocol_1911_02_22_02;gefaengnis;2
Protocol_1911_02_22_02;monat;2
Protocol_1911_02_22_02;zuhaelterei;2
Protocol_1911_02_22_02;urteil;2
Protocol_1911_02_22_02;kampf;2
Protocol_1911_02_22_02;statistik;1
Protocol_1911_02_22_03;jahre;4
Protocol_1911_02_22_03;handlungen;3
Protocol_1911_02_22_03;prozess;2
Protocol_1911_02_22_03;stunde;2
Protocol_1911_02_22_03;fonds;2
Protocol_1911_02_22_03;bezuege;2
Protocol_1911_02_22_03;sturz;2
Protocol_1911_02_22_03;pferde;2
Protocol_1911_02_22_03;ausbruch;2
Protocol_1911_02_22_03;geisteskrankheit;2
Protocol_1911_02_24_01;mitte;3
Protocol_1911_02_24_01;jaenicke;2
Protocol_1911_02_24_01;abschied;2
Protocol_1911_02_24_01;hoert;2
Protocol_1911_02_24_01;resolution;2
Protocol_1911_02_24_01;parteien;2
Protocol_1911_02_24_01;fuerst;1
Protocol_1911_02_24_01;eulenburg;1
Protocol_1911_02_24_01;gezwungen;1
Protocol_1911_02_24_01;angelegenheit;1
Protocol_1911_02_28_01;motivierung;2
Protocol_1911_02_28_01;konstatierung;1
Protocol_1911_02_28_01;sitzung;1
Protocol_1911_02_28_01;hardenjaenccke;1
Protocol_1911_02_28_01;angelegenheit;1
Protocol_1911_02_28_01;zurredestellung;1
Protocol_1911_02_28_01;jaenecke;1
Protocol_1911_02_28_01;forderung;1
Protocol_1911_02_28_01;grafen;1
Protocol_1911_02_28_01;brief;1
Protocol_1912_05_10_01;wahl;3
Protocol_1912_05_10_01;rock;2
Protocol_1912_05_10_01;militaeretat;2
Protocol_1912_05_10_01;system;2
Protocol_1912_05_10_01;eulenburg;1
Protocol_1912_05_10_01;reserveoffiziers;1
Protocol_1912_05_10_01;sozialdemokraten;1
Protocol_1912_05_10_01;schluss;1
Protocol_1912_05_10_01;prinzip;1
Protocol_1912_05_10_01;reihe;1
Protocol_1912_05_18_01;tuechtigkeit;2
Protocol_1912_05_18_01;verhaeltnisse;1
Protocol_1912_05_18_01;prozess;1
Protocol_1912_05_18_01;botschafter;1
Protocol_1912_05_18_01;koterien;1
Protocol_1912_05_18_01;gruppen;1
Protocol_1912_05_18_01;auswahl;1
Protocol_1912_05_18_01;stab;1
Protocol_1912_05_18_01;leistungsfaehigkeit;1
Protocol_1912_05_18_01;leben;1
Protocol_1913_02_08_01;jahren;2
Protocol_1913_02_08_01;sozialdemokraten;2
Protocol_1913_02_08_01;rang;1
Protocol_1913_02_08_01;angeklagten;1
Protocol_1913_02_08_01;bild;1
Protocol_1913_02_08_01;vervollstaendigen;1
Protocol_1913_02_08_01;eulenburg;1
Protocol_1913_02_08_01;gegenstand;1
Protocol_1913_02_08_01;hause;1
Protocol_1913_02_08_01;wochen;1
Protocol_1913_02_08_02;eulenburg;3
Protocol_1913_02_08_02;prozess;2
Protocol_1913_02_08_02;vorfall;1
Protocol_1913_02_08_02;schluss;1
Protocol_1913_02_08_02;worte;1
Protocol_1913_02_08_02;oairss;1
Protocol_1913_02_08_02;vorredner;1
Protocol_1913_02_08_02;jahren;1
Protocol_1913_02_08_02;beruehrt;1
Protocol_1913_02_08_02;zuschriften;1
Protocol_1913_02_08_03;eulenburg;5
Protocol_1913_02_08_03;untersuchung;2
Protocol_1913_02_08_03;mitteilungen;2
Protocol_1913_02_08_03;herr;1
Protocol_1913_02_08_03;verfahren;1
Protocol_1913_02_08_03;uebereinstimmung;1
Protocol_1913_02_08_03;cohn;1
Protocol_1913_02_08_03;dezember;1
Protocol_1913_02_08_03;verhandlungsfaehigkeit;1
Protocol_1913_02_08_03;haftfaehigkeit;1
Protocol_1913_02_11_01;gerichtsverhandlung;2
Protocol_1913_02_11_01;strafkammer;2
Protocol_1913_02_11_01;konstitution;2
Protocol_1913_02_11_01;falle;2
Protocol_1913_02_11_01;faktoren;2
Protocol_1913_02_11_01;rechtspflege;2
Protocol_1913_02_11_01;klempnermeister;1
Protocol_1913_02_11_01;anklage;1
Protocol_1913_02_11_01;sittlichkeit;1
Protocol_1913_02_11_01;jaehriger;1
Protocol_1913_02_13_01;eulenburg;4
Protocol_1913_02_13_01;richter;4
Protocol_1913_02_13_01;staatsraeson;3
Protocol_1913_02_13_01;meinung;3
Protocol_1913_02_13_01;volke;2
Protocol_1913_02_13_01;staat;2
Protocol_1913_02_13_01;rechtsprechung;2
Protocol_1913_02_13_01;rahmen;1
Protocol_1913_02_13_01;besprechung;1
Protocol_1913_02_13_01;klassenjustiz;1
Protocol_1913_04_03_01;wahl;3
Protocol_1913_04_03_01;pfleglingen;2
Protocol_1913_04_03_01;sanatorium;2
Protocol_1913_04_03_01;aufnahme;2
Protocol_1913_04_03_01;beweis;2
Protocol_1913_04_03_01;reichstag;2
Protocol_1913_04_03_01;waehlerliste;2
Protocol_1913_04_03_01;einwand;2
Protocol_1913_04_03_01;abstimmung;2
Protocol_1913_04_03_01;ausdruck;1
Protocol_1913_04_19_01;untersuchung;2
Protocol_1913_04_19_01;haenden;1
Protocol_1913_04_19_01;richter;1
Protocol_1913_04_19_01;gerichtsbarkeit;1
Protocol_1913_04_19_01;person;1
Protocol_1913_04_19_01;zuruf;1
Protocol_1913_04_19_01;sozialdemokraten;1
Protocol_1913_04_19_01;glocke;1
Protocol_1913_06_18_01;kolonialkriege;2
Protocol_1913_06_18_01;sozialdemokraten;2
Protocol_1913_06_18_01;zuruf;1
Protocol_1913_06_18_01;unruhe;1
Protocol_1913_06_18_01;vogtherr;1
Protocol_1913_06_18_01;manasse;1
Protocol_1913_06_18_01;heiterkeit;1
Protocol_1913_06_18_01;zurufe;1
Protocol_1913_06_18_01;geschlechter;1
Protocol_1913_06_18_01;fliegern;1
Protocol_1914_01_30_01;vergiftungen;2
Protocol_1914_01_30_01;strasse;2
Protocol_1914_01_30_01;strassen;2
Protocol_1914_01_30_01;gefahr;1
Protocol_1914_01_30_01;friedrichstrasse;1
Protocol_1914_01_30_01;potsdamerstrasse;1
Protocol_1914_01_30_01;strossenverkaeufer;1
Protocol_1914_01_30_01;glocke;1
Protocol_1914_01_30_01;lockruf;1
Protocol_1914_01_30_01;ertoenen;1
Protocol_1914_02_16_01;prozess;3
Protocol_1914_02_16_01;literatur;3
Protocol_1914_02_16_01;sensationspresse;2
Protocol_1914_02_16_01;jahre;2
Protocol_1914_02_16_01;strassenverkauf;1
Protocol_1914_02_16_01;einschlag;1
Protocol_1914_02_16_01;personen;1
Protocol_1914_02_16_01;haschen;1
Protocol_1914_02_16_01;kaufen;1
Protocol_1914_02_16_01;jahren;1
Protocol_1914_02_17_01;kollege;2
Protocol_1914_02_17_01;statistik;2
Protocol_1914_02_17_01;anwaelte;2
Protocol_1914_02_17_01;menschen;1
Protocol_1914_02_17_01;verschleppung;1
Protocol_1914_02_17_01;prozesses;1
Protocol_1914_02_17_01;eulenburg;1
Protocol_1914_02_17_01;durchfuehrung;1
Protocol_1914_02_17_01;anspruch;1
Protocol_1914_02_17_01;landschaften;1
Protocol_1914_05_14_01;politik;3
Protocol_1914_05_14_01;mund;1
Protocol_1914_05_14_01;recht;1
Protocol_1914_05_14_01;fisch;1
Protocol_1914_05_14_01;jahrbuch;1
