;value;words
0;-0.0048;makelhaftestes
0;-0.0048;mangelbehaftet
0;-0.0048;mangelbehaftete
0;-0.0048;mangelbehaftetem
0;-0.0048;mangelbehafteten
0;-0.0048;mangelbehafteter
0;-0.0048;mangelbehaftetes
0;-0.0048;mangelbehaftetere
0;-0.0048;mangelbehafteterem
0;-0.0048;mangelbehafteteren
0;-0.0048;mangelbehafteterer
0;-0.0048;mangelbehafteteres
0;-0.0048;mangelbehaftetste
0;-0.0048;mangelbehaftetstem
0;-0.0048;mangelbehaftetsten
0;-0.0048;mangelbehaftetster
0;-0.0048;mangelbehaftetstes
0;-0.3395;mangelhaft
0;-0.3395;mangelhaftere
0;-0.3395;mangelhafteres
0;-0.3395;mangelhafterer
0;-0.3395;mangelhaftestem
0;-0.3395;mangelhaftesten
0;-0.3395;mangelhafteren
0;-0.3395;mangelhaftes
0;-0.3395;mangelhafter
0;-0.3395;mangelhafterem
0;-0.3395;mangelhaftester
0;-0.3395;mangelhaftestes
0;-0.3395;mangelhaften
0;-0.3395;mangelhafte
0;-0.3395;mangelhaftem
0;-0.3395;mangelhafteste
0;-0.0048;mangeln
0;-0.0048;mangelst
0;-0.0048;mangelen
0;-0.0048;mangele
0;-0.0048;mangelten
0;-0.0048;mangeltest
0;-0.0048;mangelte
0;-0.0048;mangeltet
0;-0.0048;mangle
0;-0.0048;mangelt
0;-0.0048;mangel
0;-0.0048;gemangelt
0;-0.0048;manipulieren
0;-0.0048;manipuliere
0;-0.0048;manipulierst
0;-0.0048;manipuliert
0;-0.0048;manipulierest
0;-0.0048;manipulieret
0;-0.0048;manipulierte
0;-0.0048;manipuliertest
0;-0.0048;manipulierten
0;-0.0048;manipuliertet
0;-0.0048;matt
0;-0.0048;matteres
0;-0.0048;matterer
0;-0.0048;matterem
0;-0.0048;matter
0;-0.0048;mattes
0;-0.0048;matteren
0;-0.0048;mattestem
0;-0.0048;mattesten
0;-0.0048;matte
0;-0.0048;mattester
0;-0.0048;matteste
0;-0.0048;mattestes
0;-0.0048;mattere
0;-0.0048;matten
0;-0.0048;mattem
0;-0.1914;mau
0;-0.1914;maue
0;-0.1914;mauem
0;-0.1914;mauen
0;-0.1914;mauer
0;-0.1914;maues
0;-0.1914;mauster
0;-0.1914;mauestem
0;-0.1914;mauesten
0;-0.1914;mauere
0;-0.1914;mauste
0;-0.1965;masslos
0;-0.1965;massloseres
0;-0.1965;masslosere
0;-0.1965;massloses
0;-0.1965;massloser
0;-0.1965;masslosestes
0;-0.1965;masslosester
0;-0.1965;massloseste
0;-0.1965;masslosestem
0;-0.1965;masslosesten
0;-0.1965;massloserer
0;-0.1965;masslose
0;-0.1965;massloseren
0;-0.1965;masslosem
0;-0.1965;massloserem
0;-0.1965;masslosen
0;-0.031;meckern
0;-0.031;meckerte
0;-0.031;meckere
0;-0.031;meckerst
0;-0.031;meckeren
0;-0.031;meckertet
0;-0.031;gemeckert
0;-0.031;meckertest
0;-0.031;meckerten
0;-0.031;meckert
0;-0.332;meiden
0;-0.332;meide
0;-0.332;meidest
0;-0.332;meidet
0;-0.332;mied
0;-0.332;miedest
0;-0.332;miedst
0;-0.332;mieden
0;-0.332;miedet
0;-0.332;miede
0;-0.332;gemieden
0;-0.0048;melancholisch
0;-0.0048;melancholischste
0;-0.0048;melancholischstes
0;-0.0048;melancholischster
0;-0.0048;melancholischer
0;-0.0048;melancholischem
0;-0.0048;melancholischen
0;-0.0048;melancholischeren
0;-0.0048;melancholischstem
0;-0.0048;melancholischere
0;-0.0048;melancholisches
0;-0.0048;melancholischerer
0;-0.0048;melancholischeres
0;-0.0048;melancholischsten
0;-0.0048;melancholische
0;-0.0048;melancholischerem
0;-0.0048;melodramatisch
0;-0.0048;melodramatischeres
0;-0.0048;melodramatischer
0;-0.0048;melodramatischerer
0;-0.0048;melodramatisches
0;-0.0048;melodramatischere
0;-0.0048;melodramatischen
0;-0.0048;melodramatischstem
0;-0.0048;melodramatischsten
0;-0.0048;melodramatischster
0;-0.0048;melodramatischstes
0;-0.0048;melodramatische
0;-0.0048;melodramatischste
0;-0.0048;melodramatischem
0;-0.0048;melodramatischerem
0;-0.0048;melodramatischeren
0;-0.3144;menschenunwuerdig
0;-0.3144;menschenunwuerdigerer
0;-0.3144;menschenunwuerdigeres
0;-0.3144;menschenunwuerdigste
0;-0.3144;menschenunwuerdigstes
0;-0.3144;menschenunwuerdigsten
0;-0.3144;menschenunwuerdigen
0;-0.3144;menschenunwuerdigstem
0;-0.3144;menschenunwuerdigem
0;-0.3144;menschenunwuerdigster
0;-0.3144;menschenunwuerdiger
0;-0.3144;menschenunwuerdigeren
0;-0.3144;menschenunwuerdigere
0;-0.3144;menschenunwuerdigerem
0;-0.3144;menschenunwuerdiges
0;-0.3144;menschenunwuerdige
0;-0.0431;merkwuerdig
0;-0.0431;merkwuerdige
0;-0.0431;merkwuerdigere
0;-0.0431;merkwuerdigstem
0;-0.0431;merkwuerdiger
0;-0.0431;merkwuerdigeren
0;-0.0431;merkwuerdigerem
0;-0.0431;merkwuerdiges
0;-0.0431;merkwuerdigste
0;-0.0431;merkwuerdigen
0;-0.0431;merkwuerdigem
0;-0.0431;merkwuerdigerer
0;-0.0431;merkwuerdigeres
0;-0.0431;merkwuerdigsten
0;-0.0431;merkwuerdigstes
0;-0.0431;merkwuerdigster
0;-0.0048;mies
0;-0.0048;mieseste
0;-0.0048;miesere
0;-0.0048;mieses
0;-0.0048;mieserem
0;-0.0048;miesen
0;-0.0048;miesem
0;-0.0048;mieser
0;-0.0048;miese
0;-0.0048;miesestes
0;-0.0048;miesester
0;-0.0048;mieseren
0;-0.0048;miesesten
0;-0.0048;miesestem
0;-0.0048;mieserer
0;-0.0048;mieseres
0;-0.0048;miesepetrig
0;-0.0048;miesepetrigster
0;-0.0048;miesepetrigere
0;-0.0048;miesepetriges
0;-0.0048;miesepetrigstes
0;-0.0048;miesepetriger
0;-0.0048;miesepetrigste
0;-0.0048;miesepetrigeres
0;-0.0048;miesepetrigerer
0;-0.0048;miesepetrigsten
0;-0.0048;miesepetrigeren
0;-0.0048;miesepetrigem
0;-0.0048;miesepetrigerem
0;-0.0048;miesepetrigen
0;-0.0048;miesepetrigstem
0;-0.0048;miesepetrige
0;-0.057;mindern
0;-0.057;minderen
0;-0.057;mindertet
0;-0.057;gemindert
0;-0.057;minderst
0;-0.057;minderten
0;-0.057;minderte
0;-0.057;mindertest
0;-0.057;mindert
0;-0.057;mindere
0;-0.613;minderwertig
0;-0.613;minderwertiges
0;-0.613;minderwertigster
0;-0.613;minderwertiger
0;-0.613;minderwertigstes
0;-0.613;minderwertigstem
0;-0.613;minderwertigsten
0;-0.613;minderwertige
0;-0.613;minderwertigen
0;-0.613;minderwertigem
0;-0.613;minderwertigerer
0;-0.613;minderwertigeren
0;-0.613;minderwertigerem
0;-0.613;minderwertigere
0;-0.613;minderwertigste
0;-0.613;minderwertigeres
0;-0.2004;miserabel
0;-0.2004;miserablen
0;-0.2004;miserabler
0;-0.2004;miserables
0;-0.2004;miserablerem
0;-0.2004;miserableren
0;-0.2004;miserablere
0;-0.2004;miserable
0;-0.2004;miserabelster
0;-0.2004;miserableres
0;-0.2004;miserabelste
0;-0.2004;miserabelstes
0;-0.2004;miserablerer
0;-0.2004;miserabelsten
0;-0.2004;miserabelstem
0;-0.2004;miserablem
0;-0.0048;missachten
0;-0.0048;missachte
0;-0.0048;missachtest
0;-0.0048;missachtet
0;-0.0048;missachtete
0;-0.0048;missachtetest
0;-0.0048;missachteten
0;-0.0048;missachtetet
0;-0.0048;missachten
0;-0.0048;missachte
0;-0.0048;missachtest
0;-0.0048;missachtet
0;-0.0048;missachtete
0;-0.0048;missachtetest
0;-0.0048;missachteten
0;-0.0048;missachtetet
0;-0.0048;missbrauchen
0;-0.0048;missbrauche
0;-0.0048;missbrauchst
0;-0.0048;missbraucht
0;-0.0048;missbrauchest
0;-0.0048;missbrauchet
0;-0.0048;missbrauchte
0;-0.0048;missbrauchtest
0;-0.0048;missbrauchten
0;-0.0048;missbrauchtet
0;-0.0048;missbrauchen
0;-0.0048;missbrauche
0;-0.0048;missbrauchst
0;-0.0048;missbraucht
0;-0.0048;missbrauchet
0;-0.0048;missbrauchest
0;-0.0048;missbrauchte
0;-0.0048;missbrauchtest
0;-0.0048;missbrauchten
0;-0.0048;missbrauchtet
0;-0.0048;missfallen
0;-0.0048;missfalle
0;-0.0048;missfaellst
0;-0.0048;missfaellt
0;-0.0048;missfallt
0;-0.0048;missfallest
0;-0.0048;missfallet
0;-0.0048;missfiel
0;-0.0048;missfielst
0;-0.0048;missfielen
0;-0.0048;missfielt
0;-0.0048;missfiele
0;-0.0048;missfielest
0;-0.0048;missfielet
0;-0.0048;missfallen
0;-0.0048;missfalle
0;-0.0048;missfaellst
0;-0.0048;missfaellt
0;-0.0048;missfallt
0;-0.0048;missfallest
0;-0.0048;missfallet
0;-0.0048;missfiel
0;-0.0048;missfielst
0;-0.0048;missfielen
0;-0.0048;missfielt
0;-0.0048;missfiele
0;-0.0048;missfielest
0;-0.0048;missfielet
0;-0.297;missgelaunt
0;-0.297;missgelaunteren
0;-0.297;missgelaunterem
0;-0.297;missgelaunterer
0;-0.297;missgelaunteres
0;-0.297;missgelaunten
0;-0.297;missgelauntem
0;-0.297;missgelauntes
0;-0.297;missgelaunter
0;-0.297;missgelaunte
0;-0.297;missgelaunteste
0;-0.297;missgelauntester
0;-0.297;missgelauntestem
0;-0.297;missgelauntesten
0;-0.297;missgelauntestes
0;-0.297;missgelauntere
0;-0.0048;missgluecken
0;-0.0048;missgluecke
0;-0.0048;missglueckst
0;-0.0048;missglueckt
0;-0.0048;missglueckest
0;-0.0048;missgluecket
0;-0.0048;missglueckte
0;-0.0048;missgluecktest
0;-0.0048;missglueckten
0;-0.0048;missgluecktet
0;-0.0048;missgluecken
0;-0.0048;missgluecke
0;-0.0048;missglueckst
0;-0.0048;missglueckt
0;-0.0048;missglueckest
0;-0.0048;missgluecket
0;-0.0048;missglueckte
0;-0.0048;missgluecktest
0;-0.0048;missglueckten
0;-0.0048;missgluecktet
0;-0.0048;misslingen
0;-0.0048;misslinge
0;-0.0048;misslingst
0;-0.0048;misslingt
0;-0.0048;misslingest
0;-0.0048;misslinget
0;-0.0048;misslang
0;-0.0048;misslangst
0;-0.0048;misslangen
0;-0.0048;misslangt
0;-0.0048;mislaenge
0;-0.0048;misslaengest
0;-0.0048;misslaengst
0;-0.0048;misslaengen
0;-0.0048;misslaenget
0;-0.0048;misslaengt
0;-0.0048;misslungen
0;-0.0048;misslingen
0;-0.0048;misslinge
0;-0.0048;misslingst
0;-0.0048;misslingt
0;-0.0048;misslingest
0;-0.0048;misslinget
0;-0.0048;misslang
0;-0.0048;misslangst
0;-0.0048;misslangen
0;-0.0048;misslangt
0;-0.0048;misslaenge
0;-0.0048;misslaengest
0;-0.0048;misslaengst
0;-0.0048;misslaengen
0;-0.0048;misslaenget
0;-0.0048;misslaengt
0;-0.0048;misslungen
0;-0.3166;missmutig
0;-0.3166;missmutige
0;-0.3166;missmutigem
0;-0.3166;missmutigen
0;-0.3166;missmutiger
0;-0.3166;missmutiges
0;-0.3166;missmutigere
0;-0.3166;missmutigerem
0;-0.3166;missmutigeren
0;-0.3166;missmutigerer
0;-0.3166;missmutigeres
0;-0.3166;missmutigste
0;-0.3166;missmutigstem
0;-0.3166;missmutigsten
0;-0.3166;missmutigster
0;-0.3166;missmutigstes
0;-0.3166;missmutig
0;-0.3166;missmutige
0;-0.3166;missmutigem
0;-0.3166;missmutigen
0;-0.3166;missmutiger
0;-0.3166;missmutiges
0;-0.3166;missmutigere
0;-0.3166;missmutigerem
0;-0.3166;missmutigeren
0;-0.3166;missmutigerer
0;-0.3166;missmutigeres
0;-0.3166;missmutigste
0;-0.3166;missmutigstem
0;-0.3166;missmutigsten
0;-0.3166;missmutigster
0;-0.3166;missmutigstes
0;-0.0048;missraten
0;-0.0048;missratenes
0;-0.0048;missratensten
0;-0.0048;missratenstem
0;-0.0048;missratenere
0;-0.0048;missratener
0;-0.0048;missrateneres
0;-0.0048;missrateneren
0;-0.0048;missratenerer
0;-0.0048;missratene
0;-0.0048;missratenerem
0;-0.0048;missratenste
0;-0.0048;missratenstes
0;-0.0048;missratenem
0;-0.0048;missratenster
0;-0.0048;missratenen
0;-0.3333;misstrauisch
0;-0.3333;misstrauische
0;-0.3333;misstrauischem
0;-0.3333;misstrauischen
0;-0.3333;misstrauischer
0;-0.3333;misstrauisches
0;-0.3333;misstrauischere
0;-0.3333;misstrauischerem
0;-0.3333;misstrauischeren
0;-0.3333;misstrauischerer
0;-0.3333;misstrauischeres
0;-0.3333;misstrauischste
0;-0.3333;misstrauischstem
0;-0.3333;misstrauischsten
0;-0.3333;misstrauischster
0;-0.3333;misstrauischstes
0;-0.3202;missverstehen
0;-0.3202;missverstehe
0;-0.3202;missverstehst
0;-0.3202;missversteht
0;-0.3202;missverstehest
0;-0.3202;missverstehet
0;-0.3202;missverstand
0;-0.3202;missverstandest
0;-0.3202;missverstandst
0;-0.3202;missverstanden
0;-0.3202;missverstandet
0;-0.3202;missverstaende
0;-0.3202;missverstuende
0;-0.3202;missverstaendest
0;-0.3202;missverstuendest
0;-0.3202;missverstaenden
0;-0.3202;missverstuenden
0;-0.3202;missverstaendet
0;-0.3202;missverstuendet
0;-0.1723;misten
0;-0.1723;miste
0;-0.1723;mistest
0;-0.1723;mistet
0;-0.1723;mistete
0;-0.1723;mistetest
0;-0.1723;misteten
0;-0.1723;mistetet
0;-0.1723;gemistet
0;-0.0048;mittellos
0;-0.0048;mittelloserer
0;-0.0048;mittelloserem
0;-0.0048;mittelloseren
0;-0.0048;mittellosester
0;-0.0048;mittellosestes
0;-0.0048;mittellosestem
0;-0.0048;mittellosesten
0;-0.0048;mittelloseres
0;-0.0048;mittelloser
0;-0.0048;mittelloses
0;-0.0048;mittellose
0;-0.0048;mittellosere
0;-0.0048;mittellosen
0;-0.0048;mittelloseste
0;-0.0048;mittellosem
0;-0.1871;mittelmaessig
0;-0.1871;mittelmaessigstem
0;-0.1871;mittelmaessigsten
0;-0.1871;mittelmaessigem
0;-0.1871;mittelmaessigerem
0;-0.1871;mittelmaessigeren
0;-0.1871;mittelmaessigeres
0;-0.1871;mittelmaessigen
0;-0.1871;mittelmaessigerer
0;-0.1871;mittelmaessige
0;-0.1871;mittelmaessigste
0;-0.1871;mittelmaessiges
0;-0.1871;mittelmaessiger
0;-0.1871;mittelmaessigere
0;-0.1871;mittelmaessigster
0;-0.1871;mittelmaessigstes
0;-0.0533;monoton
0;-0.0533;monotonerer
0;-0.0533;monotoneres
0;-0.0533;monotonstem
0;-0.0533;monotonere
0;-0.0533;monotonsten
0;-0.0533;monotone
0;-0.0533;monotonerem
0;-0.0533;monotonstes
0;-0.0533;monotoneren
0;-0.0533;monotonster
0;-0.0533;monotoner
0;-0.0533;monotones
0;-0.0533;monotonste
0;-0.0533;monotonem
0;-0.0533;monotonen
0;-0.0048;morbid
0;-0.0048;morbiden
0;-0.0048;morbidem
0;-0.0048;morbide
0;-0.0048;morbideste
0;-0.0048;morbidestem
0;-0.0048;morbidesten
0;-0.0048;morbider
0;-0.0048;morbides
0;-0.0048;morbidestes
0;-0.0048;morbidester
0;-0.0048;morbidere
0;-0.0048;morbiderer
0;-0.0048;morbideren
0;-0.0048;morbiderem
0;-0.0048;morbideres
0;-0.0048;morden
0;-0.0048;morde
0;-0.0048;gemordet
0;-0.0048;mordtest
0;-0.0048;mordete
0;-0.0048;mordtet
0;-0.0048;mordetet
0;-0.0048;mordten
0;-0.0048;mordet
0;-0.0048;mordeten
0;-0.0048;mordetest
0;-0.0048;mordte
0;-0.0048;mordest
0;-0.0496;murren
0;-0.0496;murrtest
0;-0.0496;murrtet
0;-0.0496;murre
0;-0.0496;murrte
0;-0.0496;murrt
0;-0.0496;murrst
0;-0.0496;murrest
0;-0.0496;gemurrt
0;-0.0496;murrten
0;-0.0496;murret
0;-0.0048;mutlos
0;-0.0048;mutlosem
0;-0.0048;mutloserem
0;-0.0048;mutlosen
0;-0.0048;mutloseren
0;-0.0048;mutloseres
0;-0.0048;mutloserer
0;-0.0048;mutlosere
0;-0.0048;mutloseste
0;-0.0048;mutlosestes
0;-0.0048;mutlosestem
0;-0.0048;mutlosesten
0;-0.0048;mutlosester
0;-0.0048;mutlose
0;-0.0048;mutloser
0;-0.0048;mutloses
0;-0.0384;moerderisch
0;-0.0384;moerderischere
0;-0.0384;moerderischstem
0;-0.0384;moerderischsten
0;-0.0384;moerderischeren
0;-0.0384;moerderischerem
0;-0.0384;moerderischster
0;-0.0384;moerderischstes
0;-0.0384;moerderischste
0;-0.0384;moerderische
0;-0.0384;moerderischen
0;-0.0384;moerderischeres
0;-0.0384;moerderisches
0;-0.0384;moerderischer
0;-0.0384;moerderischem
0;-0.0384;moerderischerer
0;-0.0048;muede
0;-0.0048;muederer
0;-0.0048;muederem
0;-0.0048;muederen
0;-0.0048;muedes
0;-0.0048;muedeste
0;-0.0048;mueder
0;-0.0048;muedere
0;-0.0048;mueden
0;-0.0048;muedem
0;-0.0048;muedestem
0;-0.0048;muedesten
0;-0.0048;muedester
0;-0.0048;muedestes
0;-0.0048;muederes
0;-0.3336;muehsam
0;-0.3336;muehsamere
0;-0.3336;muehsames
0;-0.3336;muehsamer
0;-0.3336;muehsamerem
0;-0.3336;muehsamstem
0;-0.3336;muehsameren
0;-0.3336;muehsamsten
0;-0.3336;muehsameres
0;-0.3336;muehsamerer
0;-0.3336;muehsamstes
0;-0.3336;muehsamster
0;-0.3336;muehsamem
0;-0.3336;muehsamen
0;-0.3336;muehsamste
0;-0.3336;muehsame
0;-0.4658;muerrisch
0;-0.4658;muerrischere
0;-0.4658;muerrischerem
0;-0.4658;muerrischeren
0;-0.4658;muerrischerer
0;-0.4658;muerrischeres
0;-0.4658;muerrischen
0;-0.4658;muerrischem
0;-0.4658;muerrischstem
0;-0.4658;muerrischsten
0;-0.4658;muerrisches
0;-0.4658;muerrische
0;-0.4658;muerrischster
0;-0.4658;muerrischstes
0;-0.4658;muerrischer
0;-0.4658;muerrischste
0;-0.0048;nachlassen
0;-0.0048;nachlasse
0;-0.0048;nachlaesst
0;-0.0048;nachlaesst
0;-0.0048;nachlasst
0;-0.0048;nachlasst
0;-0.0048;nachlassest
0;-0.0048;nachlasset
0;-0.0048;nachliess
0;-0.0048;nachliessest
0;-0.0048;nachliesst
0;-0.0048;nachliessen
0;-0.0048;nachliesset
0;-0.0048;nachgelassen
0;-0.3307;nachlaessig
0;-0.3307;nachlaessige
0;-0.3307;nachlaessigste
0;-0.3307;nachlaessigere
0;-0.3307;nachlaessigerer
0;-0.3307;nachlaessigeres
0;-0.3307;nachlaessigsten
0;-0.3307;nachlaessiges
0;-0.3307;nachlaessiger
0;-0.3307;nachlaessigstes
0;-0.3307;nachlaessigster
0;-0.3307;nachlaessigen
0;-0.3307;nachlaessigem
0;-0.3307;nachlaessigerem
0;-0.3307;nachlaessigeren
0;-0.3307;nachlaessigstem
0;-0.3357;nachteilig
0;-0.3357;nachteiligster
0;-0.3357;nachteiligstes
0;-0.3357;nachteiliger
0;-0.3357;nachteiligerem
0;-0.3357;nachteiligen
0;-0.3357;nachteiligem
0;-0.3357;nachteiligstem
0;-0.3357;nachteiligsten
0;-0.3357;nachteiliges
0;-0.3357;nachteiligere
0;-0.3357;nachteilige
0;-0.3357;nachteiligeren
0;-0.3357;nachteiligste
0;-0.3357;nachteiligerer
0;-0.3357;nachteiligeres
0;-0.0675;naiv
0;-0.0675;naivsten
0;-0.0675;naivstem
0;-0.0675;naivster
0;-0.0675;naiveres
0;-0.0675;naivstes
0;-0.0675;naiverer
0;-0.0675;naivere
0;-0.0675;naiveren
0;-0.0675;naiverem
0;-0.0675;naive
0;-0.0675;naives
0;-0.0675;naiver
0;-0.0675;naivste
0;-0.0675;naivem
0;-0.0675;naiven
0;-0.4949;negativ
0;-0.4949;negativste
0;-0.4949;negativere
0;-0.4949;negativer
0;-0.4949;negatives
0;-0.4949;negativem
0;-0.4949;negativen
0;-0.4949;negativerem
0;-0.4949;negativeren
0;-0.4949;negativstes
0;-0.4949;negativster
0;-0.4949;negativerer
0;-0.4949;negative
0;-0.4949;negativeres
0;-0.4949;negativsten
0;-0.4949;negativstem
0;-0.0048;neidisch
0;-0.0048;neidischerem
0;-0.0048;neidischeren
0;-0.0048;neidischstes
0;-0.0048;neidischeres
0;-0.0048;neidischere
0;-0.0048;neidischste
0;-0.0048;neidischerer
0;-0.0048;neidische
0;-0.0048;neidischen
0;-0.0048;neidischem
0;-0.0048;neidischster
0;-0.0048;neidisches
0;-0.0048;neidischer
0;-0.0048;neidischstem
0;-0.0048;neidischsten
0;-0.1374;nerven
0;-0.1374;nerve
0;-0.1374;nervst
0;-0.1374;nervt
0;-0.1374;nervest
0;-0.1374;nervet
0;-0.1374;nervte
0;-0.1374;nervtest
0;-0.1374;nervten
0;-0.1374;nervtet
0;-0.1374;genervt
0;-0.0376;nervenaufreibend
0;-0.0376;nervenaufreibende
0;-0.0376;nervenaufreibendstes
0;-0.0376;nervenaufreibenden
0;-0.0376;nervenaufreibendem
0;-0.0376;nervenaufreibender
0;-0.0376;nervenaufreibendes
0;-0.0376;nervenaufreibendere
0;-0.0376;nervenaufreibenderem
0;-0.0376;nervenaufreibenderen
0;-0.0376;nervenaufreibenderes
0;-0.0376;nervenaufreibendster
0;-0.0376;nervenaufreibendsten
0;-0.0376;nervenaufreibenderer
0;-0.0376;nervenaufreibendste
0;-0.0376;nervenaufreibendstem
0;-0.0048;nervig
0;-0.0048;nervigerem
0;-0.0048;nervigeren
0;-0.0048;nervigste
0;-0.0048;nerviger
0;-0.0048;nerviges
0;-0.0048;nervigem
0;-0.0048;nervigen
0;-0.0048;nervigstes
0;-0.0048;nervigster
0;-0.0048;nervigsten
0;-0.0048;nervigstem
0;-0.0048;nervigere
0;-0.0048;nervige
0;-0.0048;nervigeres
0;-0.0048;nervigerer
0;-0.0042;nervoes
0;-0.0042;nervoeseste
0;-0.0042;nervoeseren
0;-0.0042;nervoeserem
0;-0.0042;nervoesem
0;-0.0042;nervoesen
0;-0.0042;nervoesere
0;-0.0042;nervoeses
0;-0.0042;nervoeser
0;-0.0042;nervoesesten
0;-0.0042;nervoesestem
0;-0.0042;nervoeseres
0;-0.0042;nervoesestes
0;-0.0042;nervoeserer
0;-0.0042;nervoese
0;-0.0042;nervoesester
0;-0.1892;neutralisieren
0;-0.1892;neutralisiert
0;-0.1892;neutralisiertest
0;-0.1892;neutralisiertet
0;-0.1892;neutralisierte
0;-0.1892;neutralisierten
0;-0.1892;neutralisierst
0;-0.1892;neutralisieret
0;-0.1892;neutralisierest
0;-0.1892;neutralisiere
0;-0.4708;niedergeschlagen
0;-0.4708;niedergeschlagener
0;-0.4708;niedergeschlagenerer
0;-0.4708;niedergeschlageneres
0;-0.4708;niedergeschlagenerem
0;-0.4708;niedergeschlageneren
0;-0.4708;niedergeschlagenere
0;-0.4708;niedergeschlagene
0;-0.4708;niedergeschlagenem
0;-0.4708;niedergeschlagenen
0;-0.4708;niedergeschlagenes
0;-0.4708;niedergeschlagenste
0;-0.4708;niedergeschlagenster
0;-0.4708;niedergeschlagenstes
0;-0.4708;niedergeschlagensten
0;-0.4708;niedergeschlagenstem
0;-0.0048;niedergleitend
0;-0.0048;niedergleitende
0;-0.0048;niedergleitendem
0;-0.0048;niedergleitenden
0;-0.0048;niedergleitender
0;-0.0048;niedergleitendes
0;-0.0048;niedergleitendere
0;-0.0048;niedergleitenderem
0;-0.0048;niedergleitenderen
0;-0.0048;niedergleitenderer
0;-0.0048;niedergleitenderes
0;-0.0048;niedergleitendste
0;-0.0048;niedergleitendstem
0;-0.0048;niedergleitendsten
0;-0.0048;niedergleitendster
0;-0.0048;niedergleitendstes
0;-0.1871;niederschlagen
0;-0.1871;niederschlage
0;-0.1871;niederschlaegst
0;-0.1871;niederschlaegt
0;-0.1871;niederschlagt
0;-0.1871;niederschlagest
0;-0.1871;niederschlaget
0;-0.1871;niederschlug
0;-0.1871;niederschlugst
0;-0.1871;niederschlugen
0;-0.1871;niederschlugt
0;-0.1871;niederschluege
0;-0.1871;niederschluegest
0;-0.1871;niederschluegst
0;-0.1871;niederschluegen
0;-0.1871;niederschlueget
0;-0.1871;niederschluegt
0;-0.1871;niedergeschlagen
0;-0.0436;niederschmetternd
0;-0.0436;niederschmetternde
0;-0.0436;niederschmetterndem
0;-0.0436;niederschmetternden
0;-0.0436;niederschmetternder
0;-0.0436;niederschmetterndes
0;-0.0436;niederschmetterndere
0;-0.0436;niederschmetternderem
0;-0.0436;niederschmetternderen
0;-0.0436;niederschmetternderer
0;-0.0436;niederschmetternderes
0;-0.0436;niederschmetterndste
0;-0.0436;niederschmetterndstem
0;-0.0436;niederschmetterndsten
0;-0.0436;niederschmetterndster
0;-0.0436;niederschmetterndstes
0;-0.45;niedertraechtig
0;-0.45;niedertraechtiger
0;-0.45;niedertraechtiges
0;-0.45;niedertraechtigere
0;-0.45;niedertraechtigem
0;-0.45;niedertraechtigen
0;-0.45;niedertraechtigster
0;-0.45;niedertraechtigstes
0;-0.45;niedertraechtigeres
0;-0.45;niedertraechtigerer
0;-0.45;niedertraechtigsten
0;-0.45;niedertraechtige
0;-0.45;niedertraechtigerem
0;-0.45;niedertraechtigste
0;-0.45;niedertraechtigstem
0;-0.45;niedertraechtigeren
0;-0.3623;niedrig
0;-0.3623;niedrige
0;-0.3623;niedrigster
0;-0.3623;niedrigeren
0;-0.3623;niedrigstes
0;-0.3623;niedrigerem
0;-0.3623;niedrigstem
0;-0.3623;niedrigsten
0;-0.3623;niedriger
0;-0.3623;niedriges
0;-0.3623;niedrigste
0;-0.3623;niedrigere
0;-0.3623;niedrigen
0;-0.3623;niedrigem
0;-0.3623;niedrigeres
0;-0.3623;niedrigerer
0;-0.485;nutzlos
0;-0.485;nutzlosester
0;-0.485;nutzlosestes
0;-0.485;nutzlose
0;-0.485;nutzloseren
0;-0.485;nutzloserem
0;-0.485;nutzlosere
0;-0.485;nutzloserer
0;-0.485;nutzloses
0;-0.485;nutzloser
0;-0.485;nutzloseres
0;-0.485;nutzlosen
0;-0.485;nutzlosem
0;-0.485;nutzloseste
0;-0.485;nutzlosestem
0;-0.485;nutzlosesten
0;-0.0443;naerrisch
0;-0.0443;naerrischem
0;-0.0443;naerrischste
0;-0.0443;naerrischsten
0;-0.0443;naerrischen
0;-0.0443;naerrischstem
0;-0.0443;naerrischerer
0;-0.0443;naerrischerem
0;-0.0443;naerrischeren
0;-0.0443;naerrische
0;-0.0443;naerrischere
0;-0.0443;naerrischeres
0;-0.0443;naerrischstes
0;-0.0443;naerrischer
0;-0.0443;naerrischster
0;-0.0443;naerrisches
0;-0.1789;noergeln
0;-0.1789;noergeltet
0;-0.1789;noergel
0;-0.1789;noergelen
0;-0.1789;noergelt
0;-0.1789;noergele
0;-0.1789;noergelten
0;-0.1789;noergle
0;-0.1789;noergelte
0;-0.1789;noergeltest
0;-0.1789;noergelst
0;-0.1789;genoergelt
0;-0.0048;noetigen
0;-0.0048;noetigtet
0;-0.0048;noetiget
0;-0.0048;noetige
0;-0.0048;noetigt
0;-0.0048;noetigtest
0;-0.0048;noetigest
0;-0.0048;genoetigt
0;-0.0048;noetigten
0;-0.0048;noetigte
0;-0.0048;noetigst
0;-0.1794;oberflaechlich
0;-0.1794;oberflaechliche
0;-0.1794;oberflaechlichem
0;-0.1794;oberflaechlichen
0;-0.1794;oberflaechlicher
0;-0.1794;oberflaechliches
0;-0.1794;oberflaechlichere
0;-0.1794;oberflaechlicherem
0;-0.1794;oberflaechlicheren
0;-0.1794;oberflaechlicherer
