id;keyword;context
Protocol_1905_03_31_02;175;8 175 gruende schwerer gewicht fallen medizinische
Protocol_1905_03_31_02;175;falle umstaenden beweisen aufhebung ss 175 erscheint notwendig genuegen ergebnisse medizinischen
Protocol_1905_03_31_02;175;literatur deutlich beweist gaenzliche aushebung 175 gleichbedeutend offiziellen sanktionierung homosexualitaet gleichsetzung
Protocol_1905_03_31_02;175;1902 umstaenden besteht anlass strafbestimmung paragraph175 aufrecht erhalten homosexuale verkehr unsittlichkeit
Protocol_1905_03_31_02;175;staatsinteressen allgemeinen wohlfahrt bleibe paragraf 175 geltung schutz bedrohten sitten kraft
Protocol_1905_03_31_02;sodom;der kontraersexuale strafrichter 1894 hinsichtlich sodomia raiiollc sexus laster hielt unverschuldetes
Protocol_1905_03_31_02;sodom;wissenschaft interesse krankhafter naturanlage resultierenden sodomitischen handlungen strafrechtlich verfolgt lÂ«as
Protocol_1905_03_31_03;sexu;geaeussert jahren bekannt gewordenen faellen homosexualitaet erinnere grossindustriellen rheinland essen krupp
Protocol_1905_03_31_04;sexu;wichtiger beibehaltung paragraf 175 agitation homosexuellen betreiben unterdruecken agitation neuerdings derartigen
Protocol_1905_03_31_04;sexu;missbilligen gescheut studenten anfrage zuzuschicken homosexuell veranlagt fuehlen (sehr richtig) agitation
Protocol_1905_03_31_04;175;meine laesst verkennen paragraf 175 sehr geeignet krankhaften neigungen bekaempfen
Protocol_1905_03_31_04;175;unterdruecken fallen paragraf 175 verhaeltnismaessig faelle mehrzahl faelle straffrei
Protocol_1905_03_31_04;175;bleibt ss 175 gewisse kritik ueben sehr wichtiger
Protocol_1905_03_31_04;175;beibehaltung paragraf 175 agitation homosexuellen betreiben unterdruecken agitation
Protocol_1905_03_31_04;175;agitation dingen unterdrueckt handelte paragraf 175 strafgesetzbuchs zweckentsprechend ere bestimmungen ersetzt
Protocol_1905_03_31_04;175;petenten vielmehr standpunkte faellen paragraf 175 berechtigte neigungen handele bekaempfung neigungen
Protocol_1905_03_31_05;sexu;gleichmaessig verfahren vorwiegend gegner auffassung homosexualitaet naturanlage vorgebracht sodass diejenigen aufhebung
Protocol_1905_03_31_05;175;vorgebracht sodass diejenigen aufhebung paragraf 175 eintreten kurz moechte dingen verwahrung
Protocol_1905_03_31_05;175;handelt unglueckliche veranlagung standpunkt ss 175 aufrecht erhalten einzige vorteil bringt
Protocol_1905_03_31_06;175;elbst entfernt diejenigen seitigung paragraf 175 bezw moeglichst guenstige behandlung vorliegenden
Protocol_1905_03_31_06;175;bedeutung anzuerkennen ergebnis beseitigung paragraf 175 spricht kurze beschraenke vermeidung missverstaendnisse
Protocol_1905_03_31_07;sexu;handlung erlaubt unerlaubt verwechsele paederastie homosexualitaet veraltete begriffe identisch erklaeren (heiterkeit
Protocol_1905_03_31_07;sexu;jahren 1815 1873 neuen strafgesetzbuch homosexuelle verkehr strafbar menschenalter meine unterlassung
Protocol_1905_03_31_07;sexu;moeglich zeigen hannover bayern straflosigkeit homosexuellen verkehrs jahren 1815 1873 derartiges
Protocol_1905_03_31_07;sexu;dessentwillen mindere achtung entgegenzubringen veranlagt normalsexuellen ueberbleibsel furcht bruch endlich falsch
Protocol_1905_03_31_07;sexu;anerkannten auffassung unterschied ehrenmann er homosexuell veranlagt augen charakters ehrenmannes entkleidet
Protocol_1905_03_31_07;sexu;einzigen satze gewisse interessierende faelle homosexualitaet kennen lernen diskretion vertretern aufhebung
Protocol_1905_03_31_07;sexu;einfach provozieren rueckhaltlos oeffentlichkeit bekannt homosexuelle neigung meinung betaetigen testament verstorbenen
Protocol_1905_03_31_07;sexu;naturanlage herr kollege damm agitation homosexuellen geeignet moral untergraben weiss agitation
Protocol_1905_03_31_07;hirschfeld;klaren unantastbaren beweises umgeben erklaert hirschfeld moll krafft ebing die bewegung
Protocol_1905_03_31_07;hirschfeld;theorie vervollstaendigen masse erfahrung krafftebing hirschfeld ansicht einzelfrage geaendert geringere glaubwuerdigkeit
Protocol_1905_03_31_07;komitee;unterrichtet grosse mehrzahl petition gerichtet komitee vornherein wissen stellung einnehmen bereit
Protocol_1905_03_31_07;komitee;verstorbenen polizeidirektors meerscheidt – huellessem humanitaeren komitee uebergeben genannt bekannt paragraf 175
Protocol_1905_03_31_07;komitee;weiss agitation gefaellt ausfuehrungen humanitaere komitee uebertrieben zweifel bewegung sympathisch antipathisch
Protocol_1905_03_31_07;komitee;bewegung eigen gewiss beispielsweise humanitaere komitee ohren verfehlen drucksachen offenem couvert
Protocol_1905_03_31_07;komitee;leopold haffner mainz brief wissenschaftlichhumanitaere komitee hingewiesen dass 175 straffreiheit christentum
Protocol_1905_03_31_07;175;unwichtiges moment bestrebungen einschraenkung paragraf 175 unterstuetzt kollege thaler paar male
Protocol_1905_03_31_07;175;kennen lernen diskretion vertretern aufhebung 175 streng eingehalten akuten faellen dementieren
Protocol_1905_03_31_07;175;komitee uebergeben genannt bekannt paragraf 175 bestraft zweck leugnen leugnen stelle
Protocol_1905_03_31_07;175;vorliegen feld fuehren aenderung aufhebung 175 verweise bischof paul leopold haffner
Protocol_1905_03_31_07;175;brief wissenschaftlichhumanitaere komitee hingewiesen dass 175 straffreiheit christentum streng verbotener geschlechtshandlungen
Protocol_1905_03_31_07;175;bischof haffner mainz die aufhebung 175 vollstaendig berechtigt anerkennen diejenigen die
Protocol_1905_03_31_07;175;meinetwegen anthropologischen grundsaetzen verstoesst fassung 175 zweifel sozialdemokraten strafgesetzbuch paragrafen gefaehrlicher
Protocol_1905_03_31_07;175;verhaengnisvoller ungerechter erscheinen paragraf 175 hindern gesetzesaenderung einzutreten berechtigt halte
Protocol_1905_03_31_07;175;stoerer untergraber sittlichkeit hingestellt paragraf 175 rueckstaenden mittelalter gesetzgebung endgueltig brechen
Protocol_1905_03_31_07;175;einschraenkung paragraf 175 derartiger schnitt bitten zuzustimmen
Protocol_1905_03_31_08;sexu;hirschfeld broschuere paragraf 175 reichsstrafgesetzbuchs – homosexuelle urteile zeitgenossen – leipzig verlag max
Protocol_1905_03_31_08;sexu;belegstellen verwertbar bischofs haffner unterstuetzung homosexueller betaetigung aussprechen einzige stelle werke
Protocol_1905_03_31_08;hirschfeld;bischof haffner schriften behandelt bestrebungen hirschfeld zustimmend gegenuebergestanden vielmehr in gebiet
Protocol_1905_03_31_08;hirschfeld;laesst nachgelassenen papieren haffners feststellen hirschfeld broschuere paragraf 175 reichsstrafgesetzbuchs – homosexuelle
Protocol_1905_03_31_08;175;gestellt lautet es erscheint paragraf 175 inkonsequenz beseitigung recht gefordert allemmeine
Protocol_1905_03_31_08;175;zustimmendes saetzchen agitation zwecke aufhebung 175 jahren geradezu groben unfug treibt
Protocol_1905_03_31_08;175;haffners feststellen hirschfeld broschuere paragraf 175 reichsstrafgesetzbuchs – homosexuelle urteile zeitgenossen – leipzig
Protocol_1905_03_31_08;175;namensunterschrift bestaetigen bemerkt ob abaenderung 175 gruenden humanitaet empfiehlt lasse dahingestellt
Protocol_1905_03_31_08;175;ueberhaupt sehr mild erscheint paragraf 175 inkonsequenz beseitigung recht gefordert reellen
Protocol_1905_03_31_08;widernat;sinn kontextes moderne gesetzgebung streng widernatuerlichen homogenen unzucht unnatuerliche unzucht bestrafen
Protocol_1905_03_31_10;sexu;standen leipziger volkszeitung behauptungen vorwaerts homosexuellen verkehr krupps unrichtig kellner berlin
Protocol_1905_03_31_10;komitee;thaler unzweifelhaft bischof haffner humanitaeren komitee geforderte abaenderung paragraf 175
Protocol_1905_03_31_10;175;erwaehnt egal haffner beseitigung paragraf 175 angefuehrt zentrum partei nahestehende personen
Protocol_1905_03_31_10;175;freundliche stellung aufhebung paragraf 175 einnehmen glaubt kollege thaler beweisen
Protocol_1905_03_31_10;175;unmoeglich kuemmere notwendigkeit aenderung paragraf 175 mindesten verstaerkt bischof anerkennt kollege
Protocol_1905_03_31_10;175;haffner beseitigung einschraenkung verschaerfung paragraf 175 ausdehnung weibliche geschlecht reden petition
Protocol_1905_03_31_10;175;humanitaeren komitee geforderte abaenderung paragraf 175
Protocol_1905_03_31_11;hirschfeld;tagesordnung petition 369 di mod hirschfeld charlottenburg genossen aufhebung 8 strafgesetzbuchs
Protocol_1905_05_12_01;widernat;stimme vollstaendig kollegen roeren – menschen widernatuerlichen reiz geschlechtlichen literatur anschauen nuditaeten
Protocol_1906_03_03_01;sexu;ganz angeboten bilder homosexualitaet maennern frauen kemmer pruefung 1299
Protocol_1906_03_03_01;sexu;verschiedene weibliche homosexuelle bilder 274 maennliche gelegen anzeigeblatt
Protocol_1907_03_02_01;eulenburg;philister umgebracht liebenberg (zuruf sozialdemokraten eulenburg) – liebenberg (heiterkeit) – dritten kanzler ungeheuer
Protocol_1907_03_02_01;philist;beschwert moebel hinausbringen zweiten kanzler philister umgebracht liebenberg (zuruf sozialdemokraten eulenburg
Protocol_1907_11_28_01;eulenburg;norddeutschen allgemeinen zeitung angriffen fuersten eulenburg norddeutsche allgemeine zeitung verschiedene zeitungen
Protocol_1907_11_28_01;harden;wenden abgeordnete spahn einzelheiten prozesses moltkeharden zustaende armee gesprochen (bravo rechts
Protocol_1907_11_28_01;harden;entschiedenheit (bravo rechts) gewiss prozess moltkeharden sittliche verfehlungen einzelner glaubhaft ekel
Protocol_1907_11_28_01;moltke;wenden abgeordnete spahn einzelheiten prozesses moltkeharden zustaende armee gesprochen (bravo rechts
Protocol_1907_11_28_01;moltke;entschiedenheit (bravo rechts) gewiss prozess moltkeharden sittliche verfehlungen einzelner glaubhaft ekel
Protocol_1907_11_28_01;sodom;lande schoenes vorbild deutsche volk sodom deutschen armee herrschen zustaende sinkenden
Protocol_1907_11_28_01;kamarill;seele gesprochen (lebhaftes bravo) thema kamarilla moechte versuch abgeordneten spahn wenden
Protocol_1907_11_28_01;kamarill;notiz sinne anzuhaengen entrefilet thema kamarilla allgemeine beachtung jahre stelle kamarilla
Protocol_1907_11_28_01;kamarill;deutsches kamarilla fremde giftpflanze versucht giftpflanze deutschland
Protocol_1907_11_28_01;kamarill;negationen ergeben bejahung eingefallen vorhandensein kamarillen deutschen fuerstenhoefen vergangenheit abrede leugnung
Protocol_1907_11_28_01;kamarill;geschichtlichen existenz kamarilla deutschland halbes mund gelegt leipziger
Protocol_1907_11_28_01;kamarill;hamburgamerikalinie ballin male sah sprach ballinkamarilla (heiterkeit) denke leugnen hoefische kamarillen
Protocol_1907_11_28_01;kamarill;favoritenwirtschaft vorigen jahrhunderts monarch beschaffen kamarilla entwickeln einfluss gewinnen – einflusslose kamarilla
Protocol_1907_11_28_01;kamarill;ueberhaupt kamarilla voraussetzung gedeihen giftpflanze abgeschlossen unselbstaendigkeit
Protocol_1907_11_28_01;kamarill;vorgeworfen denke gerede geraune gefluester kamarilla endlich einzustellen (sehr gut) werfen
Protocol_1907_11_28_01;kamarill;angriffe intrigen schuetzen aufloesung reichstags kamarilla intrigen allsolchem zeug allermindeste (sehr
Protocol_1907_11_28_02;175;ausreichen unsererseits bereit verschaerfung paragraf 175 erwaegung (sehr richtig rechts) besonders
Protocol_1907_11_28_02;widernat;meine widernatuerlichen verfehlungen denke genau kollege heckscher
Protocol_1907_11_28_03;eulenburg;nahrung hat endlich aussage fuersten eulenburg aeusserungen majestaet hohenlohe sicherheit verloren
Protocol_1907_11_28_03;harden;tiefbedauerlichen eindruck hinterlassen prozess moltke harden (sehr wahr) kamarillagerede norddeutsche allgemeine
Protocol_1907_11_28_03;harden;eingreifen dankbar (bravo mitte) prozess moltkeharden entlassung anschloss offizier verfuegbare raeume
Protocol_1907_11_28_03;harden;kaserne verkehr beschraenken einzelne garderegiment harden vielmehr behauptet kavallerieregimenter preussen verseucht
Protocol_1907_11_28_03;moltke;sommer tiefbedauerlichen eindruck hinterlassen prozess moltke harden (sehr wahr) kamarillagerede norddeutsche
Protocol_1907_11_28_03;moltke;eingreifen dankbar (bravo mitte) prozess moltkeharden entlassung anschloss offizier verfuegbare raeume
Protocol_1907_11_28_03;kamarill;prozess moltke harden (sehr wahr) kamarillagerede norddeutsche allgemeine zeitung nahrung hat
Protocol_1907_11_28_04;harden;moechte meinerseits kurzes prozess moltke harden reden ekel abscheu deutsche volk
Protocol_1907_11_28_04;harden;geschehen gerichtliches verfahren faellen falle harden moltke kritisch beleuchtet sehr menge
Protocol_1907_11_28_04;harden;dahingestellt instanz gegangen falle moltke harden absehen gesetzgeber unmoeglich angeklagter privatklageverfahren
Protocol_1907_11_28_04;harden;kennen urteil schoeffengerichts prozess moltke harden ergangen betrachten unbegreiflichkeit finde
Protocol_1907_11_28_04;moltke;ich moechte meinerseits kurzes prozess moltke harden reden ekel abscheu deutsche
Protocol_1907_11_28_04;moltke;gerichtliches verfahren faellen falle harden moltke kritisch beleuchtet sehr menge schmutz
Protocol_1907_11_28_04;moltke;gilt dahingestellt instanz gegangen falle moltke harden absehen gesetzgeber unmoeglich angeklagter
Protocol_1907_11_28_04;moltke;leipzig kennen urteil schoeffengerichts prozess moltke harden ergangen betrachten unbegreiflichkeit finde
Protocol_1907_11_28_05;harden;gedacht richthofen bemerkung ueberhoert verfahren harden behauptet kavallerieregimenter preussen verseucht hinzugefuegt
Protocol_1907_11_28_05;harden;kreise deutschen volkes behauptungen prozess harden aufgestellt auskunft erteilt (sehr wahr
Protocol_1907_11_28_05;kamarill;sei vorigen herbst sturze gesprochen kamarillagerede gesprochen waisenknabe bezug presse weiss
Protocol_1907_11_28_05;kamarill;reichskanzler falsch unterrichtet presse zuschiebt kamarillagerede jahresfrist geruechten gesprochen gegnerische presse
Protocol_1907_11_28_05;kamarill;presse norddeutsche allgemeine zeitung bezug kamarillagerede erwaehnt erwaehnt mitteilungen hohenlohes memoiren
Protocol_1907_11_28_05;kamarill;glaube stehe boden geschaeftsordnung zurueckweise – – kamarillagerede zuverlaessigkeit eingebuesst reichskanzler erwaehnung norddeutschen
Protocol_1907_11_28_05;kamarill;verbindung braechte erwaehnen mitte wahlkreise kamarillagerede gebe ausdruck wiederholen erklaeren eroerterungen
Protocol_1907_11_29_01;sexu;eroerterung kamarillaaffaeren sehr unangenehme sprache sexuelle sachen unangenehmster sachen bekanntlich breitesten
Protocol_1907_11_29_01;eulenburg;fuerst bismarck hauptsaechlich liebenberger spitze eulenburg monaten abgesaegt ist eulenburg fuerst
Protocol_1907_11_29_01;eulenburg;posten auswaertigen amt aufgab fuerst eulenburg fuersten hohenlohe heran bat moege
Protocol_1907_11_29_01;eulenburg;gewaltig uebelnahm tausch vertrauensmann fuersten eulenburg moralisch prozess sehr schlecht abgeschnitten
Protocol_1907_11_29_01;eulenburg;auswaertigen amt moeglich schlaegt fuerst eulenburg buelow staatssekretaer auswaertige amt buelow
Protocol_1907_11_29_01;eulenburg;reiste nunmehr wien – berlin – fuersten eulenburg erklaert moegen rom antwortet bernhard
Protocol_1907_11_29_01;eulenburg;meinte sie's lieber – antwortet eulenburg koenige koenig (hoert hoert) bekanntlich
Protocol_1907_11_29_01;eulenburg;weise gerissen erklaert ohren fuersten eulenburg zufassen lasse fuersten eulenburg spiel
Protocol_1907_11_29_01;harden;sogenannten kamarilla angeschnitten bekanntermassen prozess moltkeharden aktuell aufgetaucht reichskanzler veranlassung schaerfsten
Protocol_1907_11_29_01;harden;damalige buelow gesandter rom erzaehlt harden prozess hierueber (rufe ach oh
Protocol_1907_11_29_01;harden;allgemeinheit sprechen bebel abgeordneter marschall harden auswaertigen amt moeglich schlaegt fuerst
Protocol_1907_11_29_01;moltke;sogenannten kamarilla angeschnitten bekanntermassen prozess moltkeharden aktuell aufgetaucht reichskanzler veranlassung schaerfsten
Protocol_1907_11_29_01;lesb;genau geartete liebe weiblichen geschlecht lesbische liebe nennt griechische lesbische liebe
Protocol_1907_11_29_01;175;hauses ausgefuehrt diejenigen berlin paragraf 175 verstiessen verantwortung gezogen reichen neue
Protocol_1907_11_29_01;175;wiederholt trifft maennerkreise damenkreise paragraf 175 trifft (zurufe wahrscheinlich auch) maennerkreise
Protocol_1907_11_29_01;175;sozialdemokraten) polizei maenner eingetragen 8 175 suendigen faellen werkzeug hergeben geld
Protocol_1907_11_29_01;175;rufe hoert hoert) anklage paragraf 175 erhoben ehrengericht aufgerufen charakteristische sehr
Protocol_1907_11_29_01;175;eisen ausgebrannt (zuruf)  jawohl paragraf 175 ansicht unhaltbar (erneuter zuruf  glocke
Protocol_1907_11_29_01;175;unterbrechen bebel abgeordneter  kollege heckscher 175 beratung posten alsdann material vorlegen
Protocol_1907_11_29_01;175;macht verfolgt notwendigerweise umstaenden tz 175 bestehen thema etat kriegsministers sprechen
Protocol_1907_11_29_01;175;hoechste vorgegangen angefuehrten gruenden tz 175 strafgesetzbuchs unhaltbar herausgestellt ss 86
Protocol_1907_11_29_01;kamarill;beschweren erachtens inneren minder sogenannten kamarilla angeschnitten bekanntermassen prozess moltkeharden aktuell
Protocol_1907_11_29_01;kamarill;auszusprechen andeutungen glaube 30 annehmen kamarilla meinung deutschland vorhanden entschiedenste bestritten
Protocol_1907_11_29_01;kamarill;bestreiten gute recht bestreiten richtig kamarilla hintertreppenpolitik deutschland neues spielt bereits
Protocol_1907_11_29_01;kamarill;schaffen gegengewicht berater pflichtgemaess opponieren kamarilla (sehr richtig sozialdemokraten) hintertreppenpolitik beschuldigt
Protocol_1907_11_29_01;kamarill;marschall minister auswaertigen amts hintertreppenpolitik kamarilla (sehr richtig) marschall kreisen gefallen
Protocol_1907_11_29_01;kamarill;fuehren fest zustand deutschland beschaemend kamarilla hintertreppenwirtschaft parlamentarisch regierten lande denkbar
Protocol_1907_11_29_01;kamarill;lenken (sehr richtig sozialdemokraten) eroerterung kamarillaaffaeren sehr unangenehme sprache sexuelle sachen
Protocol_1907_11_29_02;sexu;eulenburg beschuldigen indirekt verbluemten worten homosexuell betaetigt neigung kommandanten hauptquartiers chef
Protocol_1907_11_29_02;sexu;moltke anschliessen graf moltke jegliche homosexuelle betaetigung neigung gewiesen offiziere generaele
Protocol_1907_11_29_02;eulenburg;erwiesen noch genannt gezeigt fuersten eulenburg grafen moltke unzweifelhaft fest maenner
Protocol_1907_11_29_02;eulenburg;zukunft gewinnt ansicht offensichtlich fuersten eulenburg beschuldigen indirekt verbluemten worten homosexuell
Protocol_1907_11_29_02;eulenburg;beweise ausgeschlossen majestaet mitteilung fuerst eulenburg offiziere genannt 17 heisst fuerst
Protocol_1907_11_29_02;eulenburg;eulenburg freunde gesorgt moltke generalstabschef naeher
Protocol_1907_11_29_02;eulenburg;veranlagungen freundschaftlichen verkehr fest fuerst eulenburg besetzung genannten moltke harden heisst
Protocol_1907_11_29_02;eulenburg;1907 erschien blick tafelrunde philipp eulenburg ilecomte kuno moltke hohenau kanzlers
Protocol_1907_11_29_02;harden;jahrzehnten berlin erheblich gewachsen bezogen harden prozess regimenter verseucht mag grosse
Protocol_1907_11_29_02;harden;kaempfen regimenter wahr ungluecklichen verhaeltnisse moltkehardenprozess sprache befehl kuerassiere bekannten tracht
Protocol_1907_11_29_02;harden;hoert hoert lei sozialdemokraten) demjenigen moltkehardenprozess freimuetigkeit weiss nachfragen ermittelt persoenlicher
Protocol_1907_11_29_02;harden;festgestellt vorgaengen sogenannten adlervilla – adlervilla – moltkehardenprozess kameradenkreisen vorgesetztenkreisen jemals bekannt spreche
Protocol_1907_11_29_02;harden;ueberhaupt stattgefunden einzelfaelle beschraenken verhandlung moltkeharden prozess aussage zeugen bollhardt bekannt
Protocol_1907_11_29_02;harden;villa gefeiert kenntnis angeblichen vorgaenge moltkehardenprozess veranlassung kriegsgerichtliche untersuchung einzuleiten grafen
Protocol_1907_11_29_02;harden;fuerst eulenburg besetzung genannten moltke harden heisst veranlassung majestaet bekannt nachtraeglich
Protocol_1907_11_29_02;harden;spaeteren artikeln prozess neuesten artikeln harden ausdruecklich sinn derartiges vielfach oeffentlichkeit
Protocol_1907_11_29_02;harden;gelegen offiziere weise beleidigen bedauere harden (sehr richtig rechts) merkte oeffentlich
Protocol_1907_11_29_02;harden;politik versucht verhaeltnis ausschieden prozess harden majestaet 3 eingereichten abschiedsgesuche eingegangen
Protocol_1907_11_29_02;harden;streifen aufgeworfen general hohenau geklagt harden vorgegangen – ehrengerichtliche verfahren majestaet prozess
Protocol_1907_11_29_02;harden;groesste unwahrheit jemals behauptet erzaehlt harden gefuerchtet herauskommen fuerchten harden (sehr
Protocol_1907_11_29_02;moltke;kaempfen regimenter wahr ungluecklichen verhaeltnisse moltkehardenprozess sprache befehl kuerassiere bekannten tracht
Protocol_1907_11_29_02;moltke;hoert hoert lei sozialdemokraten) demjenigen moltkehardenprozess freimuetigkeit weiss nachfragen ermittelt persoenlicher
Protocol_1907_11_29_02;moltke;festgestellt vorgaengen sogenannten adlervilla – adlervilla – moltkehardenprozess kameradenkreisen vorgesetztenkreisen jemals bekannt spreche
Protocol_1907_11_29_02;moltke;ueberhaupt stattgefunden einzelfaelle beschraenken verhandlung moltkeharden prozess aussage zeugen bollhardt bekannt
Protocol_1907_11_29_02;moltke;genannt gezeigt fuersten eulenburg grafen moltke unzweifelhaft fest maenner villa (hoert
Protocol_1907_11_29_02;moltke;villa gefeiert kenntnis angeblichen vorgaenge moltkehardenprozess veranlassung kriegsgerichtliche untersuchung einzuleiten grafen
Protocol_1907_11_29_02;moltke;gefehlt ist ergeben verfehlungen graf moltke bezw graf hohenau schulden kenntnis
Protocol_1907_11_29_02;moltke;heisst fuerst eulenburg freunde gesorgt moltke generalstabschef naeher kommandant berlin meinung
Protocol_1907_11_29_02;moltke;fest fuerst eulenburg besetzung genannten moltke harden heisst veranlassung majestaet bekannt
Protocol_1907_11_29_02;moltke;tafelrunde philipp eulenburg ilecomte kuno moltke hohenau kanzlers zivit / adjutant below
Protocol_1907_11_29_02;moltke;solidarisch erklaert aelteren general grafen moltke anschliessen graf moltke jegliche homosexuelle
Protocol_1907_11_29_02;moltke;person trennen hofe freizumachen graf moltke prozess freiheit zu vertreten majestaet
Protocol_1907_11_29_02;moltke;dingen entschiedenste zurueckweisen prozesses grafen moltke gerichtet gott neigung grafen hohenau
Protocol_1907_11_29_02;moltke;zaeheren verkehr ansieht vergnuegen grafen moltke hochgebildeter hochmusikalisch liebenswuerdig ausserordentlich geistreich
Protocol_1907_11_29_02;moltke;vertuschung versucht sehr einfach prozess moltke moeglichkeit unterdrueckt voraussichtlich herausgekommen grafen
Protocol_1907_11_29_02;175;zeuge genannten vergehens beschuldigt paragraf 175 reichsstrafgesetzbuchs strafbar vergehen strafgesetzbuchs bestraft
Protocol_1907_11_29_02;175;beruehren – zwang missbrauch dienstgewalt 8 175 allgemeinen strafgesetzbuchs 8 114 militaerstrafgesetzbuchs
Protocol_1907_11_29_03;eulenburg;seinerzeit rom wien gefahren fuersten eulenburg botschafter wien bitten moege sorgen
Protocol_1907_11_29_03;kamarill;spahn gemeint falsch unterrichtet nachsage kamarilla geschwaetz geglaubt habe nachgesagt – zitiere
Protocol_1907_11_29_03;kamarill;oldenberg – thema kamarilla wende versuch notiz norddeutschen allgemeinen
Protocol_1907_11_29_03;kamarill;versuch gewendet norddeutschen allgemeinen  deduzieren kamarilla tratsch aufgebracht gefoerdert endlich abgeordnete
Protocol_1907_11_29_03;kamarill;wenigen worten wenden abgeordnete bebel kamarilla ausgefuehrt eingehenden behandlung themas veranlasst
Protocol_1907_11_29_03;kamarill;besonders aufgefallen abgeordnete bebel gemeint kamarilla aehnliche betruebende erscheinungen kaemen monarchien
Protocol_1907_11_29_03;kamarill;hingehen ueberzeugen (grosse heiterkeit) hoefische kamarilla rote kamarilla (sehr wahr grosse
Protocol_1907_11_29_03;kamarill;koenig demos abgeordnete bebel gemeint kamarilla fuersten einfaelle wuensche fuersten suggerierten
Protocol_1907_11_29_03;kamarill;wuensche aspirationen massen (sehr richtig) kamarilla koenig demos umgibt schaedlich selbstsuechtig
Protocol_1907_11_29_03;kamarill;schamlos jemals fuerstliche kamarilla (sehr richtig) schmeicheln betrifft beziehung
Protocol_1907_11_30_01;sexu;militaerische ehrengericht schnell gezeigt eroerterungen sexuellen verfehlungen armee widerstrebt innersten seele
Protocol_1907_11_30_01;eulenburg;eroerterung geknuepft insonderheit personen fuersten eulenburg grafen moltke befriedigt erklaerung kriegsministers
Protocol_1907_11_30_01;moltke;insonderheit personen fuersten eulenburg grafen moltke befriedigt erklaerung kriegsministers aussprechen denke
Protocol_1907_11_30_01;moltke;wissens ueberhaupt geklagt verlauf prozesses moltke entscheidender bedeutung grafen hohenau offiziere
Protocol_1907_11_30_01;175;gemeldet paragraf strafgesetzbuchs militaerstrafgesetzbuchs betracht 175 140 wovon kriegsminister sprach bedeutung
Protocol_1907_11_30_02;eulenburg;richtig rechts) graf moltke fuerst eulenburg furchtbare tortur durchmachen derartige prozessfuehrungen
Protocol_1907_11_30_02;harden;175 kriegsministers ausserordentlich milde gestimmt harden gutglaeubigkeit bestreiten maenner urteil hoch
Protocol_1907_11_30_02;harden;moechte anknuepfung prozess eingehen sprechen hardenprozess sprechen wtttkowskyprozess (sehr richtig rechts
Protocol_1907_11_30_02;harden;rechts) sinn demnaechst neuen gerichtsverhandlung harden verurteilt witting wittkowsky leiblichen brueder
Protocol_1907_11_30_02;moltke;wtttkowskyprozess (sehr richtig rechts) name moltke volk hochsteht schmutz gasse gezogen
Protocol_1907_11_30_02;moltke;vorgeschoben (sehr richtig rechts) graf moltke fuerst eulenburg furchtbare tortur durchmachen
Protocol_1907_11_30_02;hirschfeld;abgeloest gefaehrdet (heiterkeit)  leicht magnus hirschfeld  studien – bedingungen aufhebung paragraf 175
Protocol_1907_11_30_02;175;ernst scheusslichkeiten jahrelang aufhebung paragraf 175 eingetreten standpunkte erachtens schwer miteinander
Protocol_1907_11_30_02;175;laesst straffrei bedingung aufhebung paragraf 175 geschaffen verfehlungen verschickung kolonie bestraft
Protocol_1907_11_30_02;175;hirschfeld  studien – bedingungen aufhebung paragraf 175 kriegsministers ausserordentlich milde gestimmt harden
Protocol_1907_11_30_02;widernat;auf beschaeftigt widernatuerlichen scheusslichkeiten gehe moechte betonen abgeordnete
Protocol_1907_12_02_01;harden;zum prozess moltkeharden moechte erklaeren durchweg ausfuehrungen abgeordneten
Protocol_1907_12_02_01;moltke;zum prozess moltkeharden moechte erklaeren durchweg ausfuehrungen abgeordneten
Protocol_1907_12_02_01;kamarill;zustand rechtssaetze (sehr richtig links) kamarilla schliesslich spielerei worten
Protocol_1907_12_02_02;harden;draussen ausserordentlich staub aufgerollt prozesse hardenmoltke stimme abgeordneten payer vollkommen ueberein
Protocol_1907_12_02_02;moltke;draussen ausserordentlich staub aufgerollt prozesse hardenmoltke stimme abgeordneten payer vollkommen ueberein
Protocol_1907_12_02_02;moltke;instanz zweiter instanz gegenteil graf moltke richterkollegium greift staatsanwalt harter dazwischen
Protocol_1907_12_02_02;sodom;schlosse stein gemetzt weib rosse sodomitisch ergoetzt heisst erlauchte mutter ward
Protocol_1907_12_02_03;sexu;kluengeln verhaengnisvoll wirken hardenprozess gezeigt sexuellen skandaloese skandaloeseste licht auswaertige politik
Protocol_1907_12_02_03;sexu;marokkoangelegenheit gefallen dingen beachtet wichtiger sexuellen kreis eulenburg kaiser auffassung frankreich
Protocol_1907_12_02_03;eulenburg;dingen beachtet wichtiger sexuellen kreis eulenburg kaiser auffassung frankreich friedliche politik
Protocol_1907_12_02_03;harden;gegeneinanderarbeiten cliquen kluengeln verhaengnisvoll wirken hardenprozess gezeigt sexuellen skandaloese skandaloeseste licht
Protocol_1907_12_02_03;kamarill;arbeit bestellt manne bestritten gaebe kamarilla gaebe persoenliches regiment (sehr richtig
Protocol_1907_12_02_03;kamarill;sozialdemokraten) kamarilla debatte hergezogen reichskanzler deduktionen geschlossen
